state_id,cohort,candidate,matrix_id,landmark,mass,q_all,q_half_A,q_half_B,prediction_prior,prediction_history,prediction_beta,prediction_full
CONF-c02-m013-g020,CONF,02,13,20,40,0.4375,0.40625,0.46875,0.31734375,0.2504669578341949,0.6948625698363342,0.2898741287131925
CONF-c02-m013-g035,CONF,02,13,35,40,0.40625,0.4375,0.375,0.31734375,0.12299831036357478,0.6948625698363342,0.319345258464903
CONF-c02-m013-g050,CONF,02,13,50,40,0.171875,0.21875,0.125,0.31734375,0.09349489812787361,0.6948625698363342,0.06549453842700308
CONF-c02-m013-g065,CONF,02,13,65,40,0.46875,0.53125,0.40625,0.31734375,0.08510290658485344,0.6948625698363342,0.2878971897422139
CONF-c02-m013-g080,CONF,02,13,80,40,0.296875,0.28125,0.3125,0.31734375,0.05084610569642752,0.6948625698363342,0.09494940057903051
CONF-c03-m013-g020,CONF,03,13,20,47,0.265625,0.3125,0.21875,0.34546875,0.23271614311192376,0.6789323007436358,0.20069489747160588
CONF-c03-m013-g035,CONF,03,13,35,43,0.375,0.375,0.375,0.34546875,0.14624476041747164,0.6789323007436358,0.16323243612850008
CONF-c03-m013-g050,CONF,03,13,50,45,0.40625,0.3125,0.5,0.34546875,0.19575732778481011,0.6789323007436358,0.22184032465497264
CONF-c03-m013-g065,CONF,03,13,65,36,0.3125,0.28125,0.34375,0.34546875,0.15022110100042238,0.6789323007436358,0.18318172159853188
CONF-c03-m013-g080,CONF,03,13,80,40,0.4375,0.5,0.375,0.34546875,0.1706642264971843,0.6789323007436358,0.22910560180877743
CONF-c02-m014-g020,CONF,02,14,20,40,0.921875,0.875,0.96875,0.31734375,0.7901267177714316,0.6543931165018287,0.7927661554374941
CONF-c02-m014-g035,CONF,02,14,35,40,0.453125,0.46875,0.4375,0.31734375,0.329171667438743,0.6543931165018287,0.23918973400904037
CONF-c02-m014-g050,CONF,02,14,50,40,0.5,0.53125,0.46875,0.31734375,0.29185351952365746,0.6543931165018287,0.3523651764960942
CONF-c02-m014-g065,CONF,02,14,65,40,0.546875,0.5625,0.53125,0.31734375,0.647721770996506,0.6543931165018287,0.6333058307697974
CONF-c02-m014-g080,CONF,02,14,80,40,0.78125,0.75,0.8125,0.31734375,0.4665315272784842,0.6543931165018287,0.4998822482099611
CONF-c03-m014-g020,CONF,03,14,20,49,0.4375,0.40625,0.46875,0.34546875,0.5542408985841579,0.6025195583623797,0.5869608155993009
CONF-c03-m014-g035,CONF,03,14,35,37,0.71875,0.8125,0.625,0.34546875,0.43354792959811306,0.6025195583623797,0.6088622870733944
CONF-c03-m014-g050,CONF,03,14,50,40,0.609375,0.59375,0.625,0.34546875,0.38751168283631565,0.6025195583623797,0.49512298818735856
CONF-c03-m014-g065,CONF,03,14,65,36,0.765625,0.78125,0.75,0.34546875,0.4032642837369476,0.6025195583623797,0.539319325783221
CONF-c03-m014-g080,CONF,03,14,80,36,0.703125,0.65625,0.75,0.34546875,0.5281238220924198,0.6025195583623797,0.5838334895180429
