state_id,candidate,matrix_id,landmark,mass,occupied_types,previous_growth_steps,cumulative_growth_steps,prediction_LOOSEN,q_all_LOOSEN,q_half_A_LOOSEN,q_half_B_LOOSEN,prediction_TIGHTEN,q_all_TIGHTEN,q_half_A_TIGHTEN,q_half_B_TIGHTEN,prediction_BALANCED_LOG_RANDOM,q_all_BALANCED_LOG_RANDOM,q_half_A_BALANCED_LOG_RANDOM,q_half_B_BALANCED_LOG_RANDOM,prediction_THROUGHPUT_NEUTRAL_RANDOM,q_all_THROUGHPUT_NEUTRAL_RANDOM,q_half_A_THROUGHPUT_NEUTRAL_RANDOM,q_half_B_THROUGHPUT_NEUTRAL_RANDOM,prediction_NOOP,q_all_NOOP,q_half_A_NOOP,q_half_B_NOOP
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m000-g065,03,0,65,32,15,31,2458,0.3858649378499382,0.3125,0.25,0.375,0.30021532646230714,0.1875,0.0625,0.3125,0.3203963971633997,0.40625,0.4375,0.375,0.3654813698054006,0.4375,0.625,0.25,0.34576139928424804,0.34375,0.4375,0.25
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m000-g080,03,0,80,46,20,39,3040,0.5422711899417572,0.5,0.625,0.375,0.46960208633659895,0.53125,0.5,0.5625,0.5024275138896871,0.5,0.5,0.5,0.6109272621093927,0.40625,0.375,0.4375,0.5122136097852198,0.40625,0.375,0.4375
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m001-g020,02,1,20,40,26,69,1187,0.7392130412443244,0.84375,0.875,0.8125,0.7019732790189113,0.8125,0.875,0.75,0.713605052705901,0.90625,0.9375,0.875,0.6778926064533174,0.78125,0.6875,0.875,0.7230532297839626,0.75,0.75,0.75
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m001-g035,02,1,35,40,29,76,2137,0.7355723786064772,0.5625,0.6875,0.4375,0.677846817265909,0.5625,0.5625,0.5625,0.6945033668075115,0.4375,0.375,0.5,0.6090291810021854,0.6875,0.625,0.75,0.7105622016192751,0.65625,0.5625,0.75
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m001-g050,02,1,50,40,22,61,3345,0.689660132025515,0.59375,0.75,0.4375,0.6084896756012206,0.65625,0.75,0.5625,0.6715391724544688,0.4375,0.4375,0.4375,0.4381093997826611,0.53125,0.5625,0.5,0.655325946899677,0.65625,0.5,0.8125
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m001-g060,02,1,60,40,24,75,3982,0.782038832693108,0.8125,0.875,0.75,0.7428861439524748,0.75,0.6875,0.8125,0.7521996588495384,0.75,0.8125,0.6875,0.7775163954019121,0.875,0.9375,0.8125,0.7651767678083325,0.8125,0.9375,0.6875
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m001-g065,02,1,65,40,24,93,4437,0.777552850436809,0.84375,0.75,0.9375,0.7380137456998249,0.875,0.875,0.875,0.7490763749415438,0.75,0.6875,0.8125,0.7735957322674526,0.8125,0.8125,0.8125,0.7647113097153765,0.78125,0.8125,0.75
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m001-g080,02,1,80,40,18,87,5277,0.675158672732744,0.75,0.8125,0.6875,0.596210246614374,0.75,0.75,0.75,0.614246099335867,0.65625,0.8125,0.5,0.6111984755095097,0.875,0.75,1.0,0.6365305371757689,0.65625,0.8125,0.5
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m001-g020,03,1,20,37,20,47,1134,0.7136947386750003,0.5625,0.5,0.625,0.6408999788893106,0.625,0.5625,0.6875,0.6534679966959602,0.59375,0.5,0.6875,0.7782397367484547,0.78125,0.6875,0.875,0.6800029257813106,0.375,0.625,0.125
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m001-g035,03,1,35,44,24,66,1822,0.759294846773343,0.84375,0.875,0.8125,0.7047890250660261,0.65625,0.625,0.6875,0.7052497560253772,0.65625,0.6875,0.625,0.8507813108407504,0.8125,0.8125,0.8125,0.7340708339358497,0.90625,0.9375,0.875
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m001-g050,03,1,50,37,20,27,2558,0.760460886307122,0.78125,0.6875,0.875,0.7294996352286411,0.65625,0.6875,0.625,0.7343336122006959,0.8125,0.75,0.875,0.8262111599511566,0.59375,0.6875,0.5,0.7464729332828237,0.65625,0.75,0.5625
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m001-g060,03,1,60,37,23,56,3178,0.8253602391396051,0.90625,0.875,0.9375,0.7951287518932808,0.6875,0.6875,0.6875,0.8124350891119031,0.8125,0.875,0.75,0.9038711393115314,0.65625,0.6875,0.625,0.81358021218964,0.6875,0.6875,0.6875
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m001-g065,03,1,65,42,12,36,3445,0.6510305242744231,0.59375,0.5,0.6875,0.587164137628227,0.5,0.4375,0.5625,0.5982968071867509,0.5625,0.6875,0.4375,0.6539096344511364,0.65625,0.75,0.5625,0.6224423534322626,0.625,0.6875,0.5625
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m001-g080,03,1,80,41,30,73,4238,0.8315812860123064,0.8125,0.8125,0.8125,0.7937602323390586,0.875,0.8125,0.9375,0.8094421250419488,0.71875,0.875,0.5625,0.9395312937561783,0.875,0.75,1.0,0.8158346312750787,0.78125,0.6875,0.875
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m002-g020,02,2,20,40,17,38,910,0.41983223697450844,0.34375,0.4375,0.25,0.3383847979115838,0.46875,0.625,0.3125,0.35814709427135427,0.34375,0.3125,0.375,0.23676954750548343,0.4375,0.4375,0.4375,0.3797964284677556,0.34375,0.3125,0.375
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m002-g035,02,2,35,40,21,65,1877,0.6177177539713194,0.4375,0.5625,0.3125,0.531193272247127,0.53125,0.4375,0.625,0.5590615090023306,0.4375,0.375,0.5,0.45795370746005143,0.78125,0.625,0.9375,0.5785019478274859,0.5,0.5625,0.4375
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m002-g050,02,2,50,40,21,96,2752,0.6101032441273851,0.625,0.625,0.625,0.5590387414368604,0.625,0.5625,0.6875,0.5873876581295613,0.65625,0.8125,0.5,0.6251124980539067,0.75,0.6875,0.8125,0.5904389545605752,0.53125,0.5,0.5625
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m002-g060,02,2,60,40,11,25,3173,0.3838034881166283,0.3125,0.4375,0.1875,0.34365420229609966,0.3125,0.4375,0.1875,0.3509824671631368,0.40625,0.3125,0.5,0.37659484236584645,0.46875,0.4375,0.5,0.36497939894015174,0.3125,0.3125,0.3125
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m002-g065,02,2,65,40,17,70,3465,0.48037451421098143,0.59375,0.6875,0.5,0.3864663016785028,0.34375,0.4375,0.25,0.4204975056555412,0.21875,0.125,0.3125,0.30053260319424313,0.46875,0.4375,0.5,0.4318918979658276,0.5625,0.5625,0.5625
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m002-g080,02,2,80,40,28,43,4238,0.7480634775892336,0.5,0.5625,0.4375,0.6926490411086106,0.625,0.6875,0.5625,0.7124625523899254,0.8125,0.75,0.875,0.6569267048550754,0.78125,0.8125,0.75,0.7231739046708433,0.65625,0.75,0.5625
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m002-g020,03,2,20,45,26,28,883,0.7632064127047175,0.6875,0.8125,0.5625,0.7108695692921417,0.53125,0.5625,0.5,0.7180817345150746,0.5625,0.5625,0.5625,0.8736727404563098,0.71875,0.625,0.8125,0.7371558403471965,0.65625,0.6875,0.625
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m002-g035,03,2,35,40,22,23,1512,0.6438783156562901,0.625,0.75,0.5,0.5444036112653285,0.5,0.5625,0.4375,0.5968197827475155,0.59375,0.4375,0.75,0.7201207716390372,0.53125,0.5,0.5625,0.5953242634860014,0.59375,0.5625,0.625
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m002-g050,03,2,50,34,18,29,2036,0.6072441910774489,0.65625,0.6875,0.625,0.5007346524423734,0.625,0.5625,0.6875,0.5510057805057231,0.78125,0.75,0.8125,0.6303475699779747,0.625,0.6875,0.5625,0.5558203529525017,0.65625,0.75,0.5625
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m002-g060,03,2,60,37,21,39,2577,0.7715710457343518,0.59375,0.5625,0.625,0.6929659298517045,0.34375,0.4375,0.25,0.7672199930432594,0.5625,0.5625,0.5625,0.8435054998603806,0.625,0.75,0.5,0.7339293230190583,0.53125,0.625,0.4375
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m002-g065,03,2,65,41,17,47,2816,0.6466144697180081,0.65625,0.75,0.5625,0.5599328363361658,0.53125,0.625,0.4375,0.6268400831153536,0.625,0.625,0.625,0.6667010341324903,0.71875,0.5625,0.875,0.6058166892512263,0.71875,0.8125,0.625
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m002-g080,03,2,80,40,26,45,3537,0.7140452766527571,0.59375,0.6875,0.5,0.6406233757816917,0.65625,0.6875,0.625,0.6987681584292295,0.75,0.6875,0.8125,0.8246796891846345,0.8125,0.75,0.875,0.6789619130724776,0.59375,0.5625,0.625
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m003-g020,02,3,20,40,21,99,1064,0.591574451906078,0.5625,0.5,0.625,0.5377383239124657,0.59375,0.5,0.6875,0.5169375550362245,0.625,0.8125,0.4375,0.6092176135477851,0.6875,0.875,0.5,0.5679882546507494,0.6875,0.75,0.625
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m003-g035,02,3,35,40,21,108,1831,0.24959408727340518,0.28125,0.375,0.1875,0.19140881929013623,0.3125,0.3125,0.3125,0.07062717620862372,0.03125,0.0,0.0625,0.07668371268467411,0.0,0.0,0.0,0.2218612681324846,0.375,0.5,0.25
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m003-g050,02,3,50,40,10,26,2479,0.26413643285728644,0.4375,0.5625,0.3125,0.2402161024337766,0.34375,0.3125,0.375,0.2571256270491256,0.375,0.5,0.25,0.27224046838256133,0.46875,0.4375,0.5,0.2544754649329692,0.34375,0.4375,0.25
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m003-g060,02,3,60,40,17,59,3026,0.5730271753398078,0.5,0.5625,0.4375,0.5387478407840922,0.5,0.4375,0.5625,0.5502094055060331,0.5625,0.5625,0.5625,0.5596423556661716,0.5,0.625,0.375,0.5551212429468376,0.5625,0.625,0.5
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m003-g065,02,3,65,40,25,92,3343,0.6210338002632444,0.5,0.5625,0.4375,0.5687297355278527,0.5625,0.5625,0.5625,0.5707762089746402,0.40625,0.3125,0.5,0.524611358154,0.5,0.5625,0.4375,0.5964456248777715,0.5,0.4375,0.5625
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m003-g080,02,3,80,40,23,108,4218,0.7017739036116686,0.78125,0.75,0.8125,0.6547696602021966,0.78125,0.8125,0.75,0.6618156452819278,0.8125,0.8125,0.8125,0.6372426283164255,0.84375,0.875,0.8125,0.6805748267316769,0.875,0.9375,0.8125
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m003-g020,03,3,20,41,26,26,662,0.38795487572967713,0.65625,0.875,0.4375,0.2943944373718709,0.5625,0.625,0.5,0.3074556793332032,0.5625,0.625,0.5,0.12424924256986464,0.46875,0.5625,0.375,0.3403012363769224,0.5625,0.5,0.625
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m003-g035,03,3,35,37,22,48,1225,0.6104107308255889,0.53125,0.5625,0.5,0.5857152000838449,0.71875,0.6875,0.75,0.6052640615620473,0.59375,0.5625,0.625,0.7364705540268652,0.53125,0.375,0.6875,0.5999050243956069,0.625,0.4375,0.8125
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m003-g050,03,3,50,35,15,20,1794,0.13851357825256214,0.4375,0.5625,0.3125,0.0880718180455087,0.21875,0.25,0.1875,0.09239231867406632,0.3125,0.25,0.375,0.07167072139352375,0.0,0.0,0.0,0.11092135362213562,0.40625,0.4375,0.375
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m003-g060,03,3,60,33,18,37,2276,0.6044889917709612,0.6875,0.625,0.75,0.5822552059780717,0.84375,0.875,0.8125,0.5886464383679926,0.75,0.8125,0.6875,0.6590026368893989,0.625,0.625,0.625,0.5962091828226187,0.65625,0.5625,0.75
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m003-g065,03,3,65,39,27,52,2551,0.6506762014335142,0.65625,0.5,0.8125,0.5962110225873631,0.5625,0.625,0.5,0.6042552860923134,0.53125,0.375,0.6875,0.824575876581531,0.6875,0.625,0.75,0.625191664547044,0.53125,0.4375,0.625
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m003-g080,03,3,80,41,19,14,3151,0.23757539154671992,0.40625,0.4375,0.375,0.15401227285836747,0.34375,0.4375,0.25,0.19263826440673093,0.5625,0.5625,0.5625,0.2298279008420885,0.09375,0.0625,0.125,0.1935385013063049,0.46875,0.5625,0.375
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m004-g020,02,4,20,40,11,33,593,0.16183856967804267,0.25,0.375,0.125,0.10736261104146333,0.0625,0.0625,0.0625,0.06762953525411328,0.0,0.0,0.0,0.08846948922111487,0.15625,0.25,0.0625,0.13256942595597865,0.125,0.125,0.125
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m004-g035,02,4,35,40,12,13,1195,0.04409105106055955,0.0625,0.0,0.125,0.026447973886908827,0.03125,0.0,0.0625,0.033125849493545446,0.125,0.0625,0.1875,0.008742195227110864,0.0,0.0,0.0,0.034147635852602484,0.03125,0.0625,0.0
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m004-g050,02,4,50,40,19,75,1877,0.31993902166781385,0.5,0.5,0.5,0.25486331184189615,0.4375,0.4375,0.4375,0.2766199324060557,0.625,0.625,0.625,0.23112979600250924,0.59375,0.625,0.5625,0.2886624891397116,0.53125,0.5625,0.5
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m004-g060,02,4,60,40,24,52,2453,0.347685612170001,0.75,0.8125,0.6875,0.27939786398836053,0.28125,0.3125,0.25,0.284816814806115,0.40625,0.4375,0.375,0.2719225612360918,0.46875,0.5625,0.375,0.31363028499327017,0.46875,0.3125,0.625
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m004-g065,02,4,65,40,16,67,2718,0.15055136835736446,0.5,0.625,0.375,0.1094106343362615,0.09375,0.0625,0.125,0.14343957200407803,0.625,0.6875,0.5625,0.0953313651068694,0.375,0.3125,0.4375,0.1289097179075014,0.40625,0.4375,0.375
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m004-g080,02,4,80,40,18,42,3437,0.44333880777212137,0.3125,0.25,0.375,0.35858453851485117,0.0625,0.0625,0.0625,0.4074528637611687,0.375,0.25,0.5,0.379984569610967,0.125,0.125,0.125,0.40074726203909555,0.125,0.125,0.125
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m004-g020,03,4,20,40,20,27,661,0.397024604685673,0.40625,0.375,0.4375,0.30089338737522386,0.4375,0.4375,0.4375,0.32907569845921986,0.28125,0.1875,0.375,0.43857534864011055,0.5,0.5625,0.4375,0.3495178344924181,0.53125,0.375,0.6875
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m004-g035,03,4,35,44,14,18,1014,0.09534786990476768,0.21875,0.3125,0.125,0.056258168933774416,0.03125,0.0,0.0625,0.06521016725011064,0.25,0.375,0.125,0.047484557811068334,0.03125,0.0,0.0625,0.07309288229368557,0.09375,0.0625,0.125
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m004-g050,03,4,50,37,19,47,1594,0.16666340743323615,0.09375,0.125,0.0625,0.11549837183233028,0.03125,0.0,0.0625,0.10598269756750275,0.09375,0.125,0.0625,0.13943371648570108,0.125,0.125,0.125,0.14077095541430049,0.09375,0.0,0.1875
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m004-g060,03,4,60,39,14,18,1709,0.04692331560323164,0.3125,0.375,0.25,0.026770688260483906,0.09375,0.125,0.0625,0.02888203785259597,0.15625,0.1875,0.125,0.018510192504972302,0.03125,0.0625,0.0,0.03569784345325968,0.03125,0.0,0.0625
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m004-g065,03,4,65,42,13,54,1873,0.15847467962234224,0.5625,0.625,0.5,0.10451687741917409,0.15625,0.0625,0.25,0.11784367898100909,0.25,0.4375,0.0625,0.10105318425957362,0.1875,0.25,0.125,0.13055321201866132,0.28125,0.375,0.1875
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m004-g080,03,4,80,46,17,9,2609,0.1992888853825269,0.34375,0.3125,0.375,0.1289561172004017,0.15625,0.25,0.0625,0.1295752949463294,0.15625,0.1875,0.125,0.14844081953595098,0.15625,0.125,0.1875,0.16301156749178455,0.125,0.125,0.125
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m005-g020,02,5,20,40,4,11,231,0.011547792743318632,0.0,0.0,0.0,0.006099897082549722,0.0,0.0,0.0,0.015329156186687959,0.0,0.0,0.0,0.004234199990503701,0.0,0.0,0.0,0.008422463669869148,0.0,0.0,0.0
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m005-g035,02,5,35,40,2,10,379,0.0024321652458323528,0.0,0.0,0.0,0.001159988090483112,0.0,0.0,0.0,0.0018571073650034897,0.0,0.0,0.0,0.0009579900719509382,0.0,0.0,0.0,0.0016838448475971046,0.0,0.0,0.0
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m005-g050,02,5,50,40,2,9,544,0.0017192438942417916,0.0,0.0,0.0,0.000817592427178329,0.0,0.0,0.0,0.0009741121407897145,0.0,0.0,0.0,0.0007037531145805091,0.0,0.0,0.0,0.0011883924418229794,0.0,0.0,0.0
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m005-g060,02,5,60,40,3,24,656,0.0034465113914195584,0.0,0.0,0.0,0.0018417293035347779,0.0,0.0,0.0,0.004312276602950559,0.0,0.0,0.0,0.0009364826822509846,0.0,0.0,0.0,0.002525497389211145,0.0,0.0,0.0
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m005-g065,02,5,65,40,3,11,710,0.002179105819943202,0.0,0.0,0.0,0.0010618732268955259,0.0,0.0,0.0,0.0017930053301545687,0.0,0.0,0.0,0.0008659918659601446,0.0,0.0,0.0,0.0015228344073137984,0.0,0.0,0.0
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m005-g080,02,5,80,40,3,11,855,0.0027300968388577367,0.0,0.0,0.0,0.0014700478329359521,0.0,0.0,0.0,0.0014684999032335633,0.0,0.0,0.0,0.0008875317026179419,0.0,0.0,0.0,0.002007713459516833,0.0,0.0,0.0
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m005-g020,03,5,20,40,4,7,176,0.011596692445076578,0.0,0.0,0.0,0.005967033622190373,0.0,0.0,0.0,0.005913178869094313,0.0,0.0,0.0,0.003763111811705528,0.0,0.0,0.0,0.008322008649560012,0.0,0.0,0.0
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m005-g035,03,5,35,43,4,8,285,0.0068349080615410516,0.0,0.0,0.0,0.003393162146393713,0.0,0.0,0.0,0.003865963794887805,0.0,0.0,0.0,0.002457191942396666,0.0,0.0,0.0,0.004812099753768792,0.0,0.0,0.0
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m005-g050,03,5,50,45,3,8,409,0.0044639892670021615,0.03125,0.0625,0.0,0.0021639890821147775,0.03125,0.0625,0.0,0.003860637027636764,0.0,0.0,0.0,0.0014780928020055302,0.0,0.0,0.0,0.003121247543675907,0.0,0.0,0.0
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m005-g060,03,5,60,40,2,7,481,0.0014743107773584306,0.0,0.0,0.0,0.000659707034454084,0.0,0.0,0.0,0.0008617664200590946,0.0,0.0,0.0,0.0005213586503329578,0.0,0.0,0.0,0.0009881079326734907,0.0,0.0,0.0
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m005-g065,03,5,65,43,2,4,521,0.0015308384771729087,0.0,0.0,0.0,0.0006873666865555755,0.0,0.0,0.0,0.0007985580290542235,0.0,0.0,0.0,0.000564977267137191,0.0,0.0,0.0,0.0010278536442688492,0.03125,0.0,0.0625
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m005-g080,03,5,80,43,5,10,661,0.005411641661112891,0.0,0.0,0.0,0.002630055874605286,0.0,0.0,0.0,0.003930629388569356,0.0,0.0,0.0,0.0013060006198804747,0.0,0.0,0.0,0.0037905913555526115,0.03125,0.0625,0.0
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m006-g020,02,6,20,40,22,42,957,0.7412956340587696,0.6875,0.5625,0.8125,0.6700047446988834,0.625,0.6875,0.5625,0.6892888690007386,0.59375,0.8125,0.375,0.6634253817410788,0.8125,0.875,0.75,0.7090815444461079,0.75,0.75,0.75
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m006-g035,02,6,35,40,16,2,1505,0.11687036163051719,0.34375,0.4375,0.25,0.08571596225073318,0.15625,0.1875,0.125,0.12226072597574303,0.5,0.375,0.625,0.005119256281804801,0.0,0.0,0.0,0.10160899305075853,0.40625,0.3125,0.5
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m006-g050,02,6,50,40,22,31,2307,0.5833778366631405,0.34375,0.375,0.3125,0.5118216287837258,0.40625,0.375,0.4375,0.516313339900424,0.4375,0.375,0.5,0.46645313800299826,0.6875,0.6875,0.6875,0.5522206251207787,0.40625,0.5625,0.25
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m006-g060,02,6,60,40,25,39,2779,0.650388405102655,0.78125,0.875,0.6875,0.5662595644746008,0.65625,0.5625,0.75,0.5971024545046547,0.53125,0.5625,0.5,0.5315060214100501,0.75,0.6875,0.8125,0.6107807715915002,0.71875,0.75,0.6875
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m006-g065,02,6,65,40,23,47,2978,0.6160178103903523,0.625,0.4375,0.8125,0.5380028159372301,0.5625,0.5625,0.5625,0.5665515103692305,0.65625,0.6875,0.625,0.5336333441197231,0.65625,0.5625,0.75,0.5789064685812023,0.625,0.4375,0.8125
INTP3C_THROUGHPUT_CONFIRMATION_V1-c02-m006-g080,02,6,80,40,22,54,3690,0.6890620864054294,0.5625,0.5,0.625,0.6330988212770122,0.625,0.625,0.625,0.6540359095135061,0.4375,0.4375,0.4375,0.6625231727453204,0.5,0.625,0.375,0.6617288638169563,0.875,0.75,1.0
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m006-g020,03,6,20,34,18,60,743,0.6853630608937518,0.71875,0.75,0.6875,0.6567488309751276,0.59375,0.625,0.5625,0.6783692329149349,0.6875,0.6875,0.6875,0.765963626103625,0.71875,0.75,0.6875,0.6754800916657078,0.65625,0.625,0.6875
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m006-g035,03,6,35,38,13,59,1201,0.33600385177603087,0.78125,0.8125,0.75,0.27993367026285615,0.5625,0.625,0.5,0.30911008043123167,0.71875,0.6875,0.75,0.32341914003517186,0.59375,0.5,0.6875,0.31067533843183004,0.5625,0.5,0.625
INTP3C_THROUGHPUT_CONFIRMATION_V1-c03-m006-g050,03,6,50,48,22,67,1681,0.6327720375002966,0.90625,0.9375,0.875,0.589574169282429,0.78125,0.875,0.6875,0.5896713691454207,0.71875,0.75,0.6875,0.7573886356303766,0.78125,0.8125,0.75,0.6167668660050163,0.84375,0.875,0.8125
