matrix_id,outcome,term,order,effect
9,f12_rate,exposure:fission,two_way,-0.04265873015873001
9,f12_rate,exposure:daughter,two_way,0.014880952380952328
9,f12_rate,overshoot:fission,two_way,-0.0029761904761903546
9,f12_rate,overshoot:daughter,two_way,-0.008928571428571286
9,f12_rate,fission:daughter,two_way,0.02876984126984139
9,strict8_rate,exposure,main,-0.020337301587301626
9,strict8_rate,overshoot,main,0.007440476190476192
9,strict8_rate,fission,main,0.005456349206349215
9,strict8_rate,daughter,main,-0.000496031746031772
9,strict8_rate,exposure:overshoot,two_way,-0.020833333333333315
9,strict8_rate,exposure:fission,two_way,-0.02480158730158724
9,strict8_rate,exposure:daughter,two_way,0.0029761904761904934
9,strict8_rate,overshoot:fission,two_way,0.018849206349206366
9,strict8_rate,overshoot:daughter,two_way,-0.01686507936507939
9,strict8_rate,fission:daughter,two_way,-0.0009920634920634608
9,terminal_cross_similarity,exposure,main,3.543538970574023e-05
9,terminal_cross_similarity,overshoot,main,-0.031364076729013646
9,terminal_cross_similarity,fission,main,-0.017758824528944617
9,terminal_cross_similarity,daughter,main,0.016223634267313436
9,terminal_cross_similarity,exposure:overshoot,two_way,0.020849911960296064
9,terminal_cross_similarity,exposure:fission,two_way,-0.017128887930176417
9,terminal_cross_similarity,exposure:daughter,two_way,0.005157884988130634
9,terminal_cross_similarity,overshoot:fission,two_way,0.013039530580174374
9,terminal_cross_similarity,overshoot:daughter,two_way,-0.03299765263709109
9,terminal_cross_similarity,fission:daughter,two_way,0.01592840083188274
9,damage_exponent,exposure,main,0.013497170977470455
9,damage_exponent,overshoot,main,-0.03589086849717118
9,damage_exponent,fission,main,-0.013902173650075421
9,damage_exponent,daughter,main,0.00577070580298563
9,damage_exponent,exposure:overshoot,two_way,0.0082563341722042
9,damage_exponent,exposure:fission,two_way,-0.028861228311836296
9,damage_exponent,exposure:daughter,two_way,-0.02831267058423864
9,damage_exponent,overshoot:fission,two_way,0.016993644922747214
9,damage_exponent,overshoot:daughter,two_way,-0.010837478559378291
9,damage_exponent,fission:daughter,two_way,-0.025078573077432026
10,f12_rate,exposure,main,0.001984126984126866
10,f12_rate,overshoot,main,0.008928571428571397
10,f12_rate,fission,main,0.0
10,f12_rate,daughter,main,-0.0029761904761902436
10,f12_rate,exposure:overshoot,two_way,-0.017857142857142905
10,f12_rate,exposure:fission,two_way,-0.023809523809524058
10,f12_rate,exposure:daughter,two_way,0.005952380952380598
10,f12_rate,overshoot:fission,two_way,-0.005952380952381375
10,f12_rate,overshoot:daughter,two_way,-2.220446049250313e-16
10,f12_rate,fission:daughter,two_way,0.001984126984126311
10,strict8_rate,exposure,main,-0.017361111111111133
10,strict8_rate,overshoot,main,-0.011408730158730146
10,strict8_rate,fission,main,-0.0004960317460317443
10,strict8_rate,daughter,main,-0.007440476190476192
10,strict8_rate,exposure:overshoot,two_way,0.012896825396825407
10,strict8_rate,exposure:fission,two_way,-0.000992063492063433
10,strict8_rate,exposure:daughter,two_way,0.01686507936507939
10,strict8_rate,overshoot:fission,two_way,-0.00892857142857148
10,strict8_rate,overshoot:daughter,two_way,0.004960317460317415
10,strict8_rate,fission:daughter,two_way,-0.008928571428571425
10,terminal_cross_similarity,exposure,main,-0.0028418653091057955
10,terminal_cross_similarity,overshoot,main,-0.009202338532957932
10,terminal_cross_similarity,fission,main,-0.012002293330784508
10,terminal_cross_similarity,daughter,main,0.00489541737806598
10,terminal_cross_similarity,exposure:overshoot,two_way,-0.012723011561813546
10,terminal_cross_similarity,exposure:fission,two_way,0.02951083180763281
10,terminal_cross_similarity,exposure:daughter,two_way,-0.0011025364959936779
10,terminal_cross_similarity,overshoot:fission,two_way,-0.007896240412241684
10,terminal_cross_similarity,overshoot:daughter,two_way,-0.009216647455183025
10,terminal_cross_similarity,fission:daughter,two_way,-0.014063939411451676
10,damage_exponent,exposure,main,-0.008134968903115283
10,damage_exponent,overshoot,main,-0.010668718802099603
10,damage_exponent,fission,main,-0.015634133655112237
10,damage_exponent,daughter,main,-0.024203070938321098
