candidate,matrix_id,lambda,completed_horizon,observed_fissions,inherited_count,inherited_fraction_registered,total_breaks_registered,longest_inherited_run,mean_growth_updates,final_entropy,final_occupied_types,final_top1_share,final_throughput,final_risk,lambda_zero_plain_bitwise_exact
02,11,0.1,1.0,60.0,56.666666666666664,0.9444444444444443,3.3333333333333335,32.333333333333336,37.85,2.7227818466228606,21.0,0.19166666666666665,86.21178562313163,0.4623955458406539,1.0
02,11,0.3,1.0,60.0,55.333333333333336,0.9222222222222222,4.666666666666667,34.666666666666664,38.666666666666664,2.3991621892341746,16.666666666666668,0.25,246.4702815715815,0.38545491450545616,1.0
02,12,0.0,1.0,60.0,60.0,1.0,0.0,60.0,12.666666666666666,1.205973226893491,6.0,0.6,5087.714620026756,0.0023123513133457515,1.0
02,12,0.1,1.0,60.0,60.0,1.0,0.0,60.0,12.261111111111111,1.0965727680320705,6.0,0.65,4477.165890161615,0.003266739064582719,1.0
02,12,0.3,1.0,60.0,60.0,1.0,0.0,60.0,11.127777777777778,1.4079441759907594,8.666666666666666,0.5666666666666668,4595.131063005948,0.00437281732826433,1.0
02,13,0.0,1.0,60.0,60.0,1.0,0.0,60.0,2.9277777777777776,0.8011693718416756,3.3333333333333335,0.5916666666666667,33758.85565773928,0.0001728444443491403,1.0
02,13,0.1,1.0,60.0,60.0,1.0,0.0,60.0,2.8444444444444446,0.7688710578258435,3.6666666666666665,0.6749999999999999,26854.25750510264,0.00018896270161974425,1.0
02,13,0.3,1.0,60.0,60.0,1.0,0.0,60.0,2.5833333333333335,0.8615093007373327,4.0,0.5833333333333334,32239.4048786575,0.00027502293626645855,1.0
02,14,0.0,1.0,60.0,56.666666666666664,0.9444444444444445,3.3333333333333335,31.666666666666668,27.67222222222222,2.1395800359409627,14.333333333333334,0.3333333333333333,2035.5933395594984,0.15385383984709458,1.0
02,14,0.1,1.0,60.0,57.666666666666664,0.9611111111111111,2.3333333333333335,35.0,26.727777777777778,2.4990902290515162,17.333333333333332,0.225,115.12172764124313,0.40611223257162593,1.0
02,14,0.3,1.0,60.0,57.333333333333336,0.9555555555555556,2.6666666666666665,30.0,34.5,2.4957900740411136,17.0,0.21666666666666667,182.1745615223915,0.3696080178956683,1.0
02,15,0.0,1.0,60.0,53.666666666666664,0.8944444444444445,6.333333333333333,30.333333333333332,57.74444444444445,2.9318550061682047,24.333333333333332,0.19999999999999998,44.53670627422156,0.6691104767066092,1.0
02,15,0.1,1.0,60.0,51.666666666666664,0.8611111111111112,8.333333333333334,24.0,58.06111111111111,2.9249455223626257,23.0,0.13333333333333333,45.3485493519083,0.6219410331567368,1.0
02,15,0.3,1.0,60.0,56.0,0.9333333333333332,4.0,37.333333333333336,55.28888888888889,2.6644747676769196,21.0,0.26666666666666666,501.30641100620556,0.43669433175580136,1.0
02,16,0.0,1.0,60.0,57.333333333333336,0.9555555555555556,2.6666666666666665,43.0,41.083333333333336,1.4383737089584159,12.333333333333334,0.6583333333333333,1419.5070695620245,0.1756291917792916,1.0
02,16,0.1,1.0,60.0,58.333333333333336,0.9722222222222222,1.6666666666666667,46.333333333333336,44.06111111111111,1.8767773891491777,14.333333333333334,0.5083333333333333,327.72853636949645,0.23117049508285434,1.0
