state_id,cohort,candidate,matrix_id,landmark,mass,q_all,q_half_A,q_half_B,prediction_prior,prediction_history,prediction_beta,prediction_full
CONF-c03-m015-g020,CONF,03,15,20,44,0.75,0.8125,0.6875,0.38684375,0.5671465797314343,0.2766949241701694,0.7263576289471777
CONF-c03-m015-g035,CONF,03,15,35,40,0.453125,0.4375,0.46875,0.38684375,0.47666809699773427,0.2766949241701694,0.40651992535554915
CONF-c03-m015-g050,CONF,03,15,50,34,0.53125,0.53125,0.53125,0.38684375,0.6975857011775324,0.2766949241701694,0.6310007501474904
CONF-c03-m015-g065,CONF,03,15,65,37,0.6875,0.71875,0.65625,0.38684375,0.4998981897480811,0.2766949241701694,0.5071644878417083
CONF-c03-m015-g080,CONF,03,15,80,38,0.484375,0.5,0.46875,0.38684375,0.4970791996373263,0.2766949241701694,0.3546322134819088
CONF-c02-m016-g020,CONF,02,16,20,40,0.15625,0.1875,0.125,0.34825,0.36392112691607476,0.29896324647757755,0.27846398477327644
CONF-c02-m016-g035,CONF,02,16,35,40,0.0625,0.0625,0.0625,0.34825,0.22588180207013522,0.29896324647757755,0.23852484942194108
CONF-c02-m016-g050,CONF,02,16,50,40,0.140625,0.09375,0.1875,0.34825,0.19488663833498526,0.29896324647757755,0.2883872603487634
CONF-c02-m016-g065,CONF,02,16,65,40,0.3125,0.25,0.375,0.34825,0.38018554791794174,0.29896324647757755,0.4426690868180171
CONF-c02-m016-g080,CONF,02,16,80,40,0.203125,0.1875,0.21875,0.34825,0.23499540708146538,0.29896324647757755,0.16486673010620703
CONF-c03-m016-g020,CONF,03,16,20,43,0.1875,0.125,0.25,0.38684375,0.4529573580905258,0.388862439412035,0.3952838235529913
CONF-c03-m016-g035,CONF,03,16,35,36,0.140625,0.09375,0.1875,0.38684375,0.24185434623190896,0.388862439412035,0.34720286412976653
CONF-c03-m016-g050,CONF,03,16,50,42,0.15625,0.25,0.0625,0.38684375,0.20427939527256286,0.388862439412035,0.33303158197155636
CONF-c03-m016-g065,CONF,03,16,65,38,0.203125,0.1875,0.21875,0.38684375,0.19881035646871786,0.388862439412035,0.11826794958900755
CONF-c03-m016-g080,CONF,03,16,80,38,0.609375,0.625,0.59375,0.38684375,0.5503098970862725,0.388862439412035,0.6819414151940215
CONF-c02-m017-g020,CONF,02,17,20,40,0.671875,0.625,0.71875,0.34825,0.21731080298997707,0.4605859440614839,0.2602111208570716
CONF-c02-m017-g035,CONF,02,17,35,40,0.765625,0.78125,0.75,0.34825,0.5604994934069177,0.4605859440614839,0.590754099896238
CONF-c02-m017-g050,CONF,02,17,50,40,0.75,0.78125,0.71875,0.34825,0.4554298757302478,0.4605859440614839,0.517073161981271
CONF-c02-m017-g065,CONF,02,17,65,40,0.796875,0.71875,0.875,0.34825,0.4039512881058192,0.4605859440614839,0.5870699222579335
CONF-c02-m017-g080,CONF,02,17,80,40,0.71875,0.75,0.6875,0.34825,0.5950444682557914,0.4605859440614839,0.5743629296216091
CONF-c03-m017-g020,CONF,03,17,20,42,0.390625,0.375,0.40625,0.38684375,0.494759569215162,0.5039686084008849,0.43519452996598135
CONF-c03-m017-g035,CONF,03,17,35,42,0.8125,0.8125,0.8125,0.38684375,0.720665134831058,0.5039686084008849,0.7300627736268727
CONF-c03-m017-g050,CONF,03,17,50,33,0.65625,0.53125,0.78125,0.38684375,0.6412459359820365,0.5039686084008849,0.6443920251611798
