candidate,matrix_id,launch,convention,persistence_spearman
03,35,MATURE,RELAXED,0.396412483586046
03,36,MATURE,RELAXED,0.6486749731408026
03,37,MATURE,RELAXED,0.642857142857143
03,38,MATURE,RELAXED,0.0
03,39,MATURE,RELAXED,0.6126374746329801
03,40,MATURE,RELAXED,0.34235623582431246
03,41,MATURE,RELAXED,0.14414999403128945
03,42,MATURE,RELAXED,-0.48181205582971587
03,43,MATURE,RELAXED,0.5585812268712466
03,44,MATURE,RELAXED,0.7748062179181807
03,45,MATURE,RELAXED,-0.8571428571428573
03,46,MATURE,RELAXED,0.7142857142857144
03,47,MATURE,RELAXED,0.5714285714285715
03,0,MATURE,POST_EDIT,0.6785714285714287
03,1,MATURE,POST_EDIT,0.42857142857142866
03,2,MATURE,POST_EDIT,-0.8571428571428573
03,3,MATURE,POST_EDIT,0.5765999761251578
03,4,MATURE,POST_EDIT,0.15762208124782012
03,5,MATURE,POST_EDIT,0.6546536707079773
03,6,MATURE,POST_EDIT,0.41443123283995714
03,7,MATURE,POST_EDIT,0.16216874328520064
03,8,MATURE,POST_EDIT,0.555936987495826
03,9,MATURE,POST_EDIT,0.6847124716486249
03,10,MATURE,POST_EDIT,0.900937462695559
03,11,MATURE,POST_EDIT,-0.14414999403128945
03,12,MATURE,POST_EDIT,0.3214285714285715
03,13,MATURE,POST_EDIT,0.6306562238868914
03,14,MATURE,POST_EDIT,0.12613124477737825
03,15,MATURE,POST_EDIT,-0.0363696483726654
03,16,MATURE,POST_EDIT,0.30631873731649006
03,17,MATURE,POST_EDIT,0.47280542884465027
03,18,MATURE,POST_EDIT,0.3243374865704013
03,19,MATURE,POST_EDIT,-0.6785714285714287
03,20,MATURE,POST_EDIT,0.5405624776173354
03,21,MATURE,POST_EDIT,-0.03603749850782236
03,22,MATURE,POST_EDIT,-0.32732683535398865
03,23,MATURE,POST_EDIT,-0.39285714285714296
03,24,MATURE,POST_EDIT,0.21622499104693418
03,25,MATURE,POST_EDIT,-0.4504687313477795
03,26,MATURE,POST_EDIT,-0.34235623582431246
03,27,MATURE,POST_EDIT,-0.09009374626955591
03,28,MATURE,POST_EDIT,0.0
03,29,MATURE,POST_EDIT,-0.5714285714285715
03,30,MATURE,POST_EDIT,-0.18018749253911182
03,31,MATURE,POST_EDIT,0.23424374030084538
03,32,MATURE,POST_EDIT,-0.25
03,33,MATURE,POST_EDIT,0.0
03,34,MATURE,POST_EDIT,-0.6910233190806426
03,35,MATURE,POST_EDIT,0.1785714285714286
