candidate,matrix_id,launch,convention,pulse_length,persistence,pulse_completed,release_completed,edits_applied,release_interventions_applied,release_inherited_fixed_fraction,final_similarity,minimum_similarity,launch_risk,launch_entropy,launch_top1_share,launch_occupied_types,launch_throughput,anchor_risk,anchor_entropy,anchor_top1_share,anchor_occupied_types,anchor_throughput,risk_reduction,entropy_reduction,top1_increase,occupied_reduction,log_throughput_ratio
02,0,MATURE,RELAXED,8,3.0,1.0,1.0,7.0,0.0,0.9944444444444445,0.4056142997601666,0.0956137058005347,0.2509024818975261,2.218804873474201,0.325,14.0,38.19987916263481,0.06868703428325389,1.7379912222880225,0.4583333333333333,11.333333333333334,1047.7116511793736,0.18221544761427222,0.4808136511861787,0.13333333333333333,2.6666666666666665,2.2687848195746967
02,0,MATURE,RELAXED,16,3.6666666666666665,1.0,1.0,15.0,0.0,0.9388888888888888,0.37238000393245557,0.033045408357117605,0.2509024818975261,2.218804873474201,0.325,14.0,38.19987916263481,0.053653789250176186,1.5499457129540968,0.5166666666666667,10.333333333333334,1501.4787688403715,0.19724869264734993,0.6688591605201041,0.19166666666666665,3.6666666666666665,3.1869693774376326
02,0,MATURE,RELAXED,32,5.0,1.0,1.0,31.0,0.0,0.9611111111111111,0.25146274524937123,0.06731763600745971,0.2509024818975261,2.218804873474201,0.325,14.0,38.19987916263481,0.08234057762989916,1.9263807609432437,0.39999999999999997,12.666666666666666,393.23634570835003,0.16856190426762696,0.29242411253095707,0.075,1.3333333333333333,1.7809734173513194
02,0,MATURE,RELAXED,60,3.3333333333333335,1.0,1.0,59.0,0.0,0.9777777777777777,0.35136497706810116,0.15230325331692118,0.2509024818975261,2.218804873474201,0.325,14.0,38.19987916263481,0.033278547620664276,1.9050380911503015,0.45,12.666666666666666,1368.9826006672959,0.21762393427686186,0.3137667823238995,0.125,1.3333333333333333,2.9145325308980414
02,0,NASCENT,POST_EDIT,1,4.333333333333333,1.0,1.0,1.0,0.0,0.9666666666666667,0.12651814083136897,0.055136740096220126,0.997021735209897,3.688879454113938,0.025000000000000005,40.0,25.72202230095571,0.38290294666727426,2.917309651927525,0.25,26.0,1415.6755978988601,0.6141187885426226,0.7715698021864134,0.225,14.0,4.0050423932303
02,0,NASCENT,POST_EDIT,2,3.0,1.0,1.0,2.0,0.0,0.9722222222222222,0.09122240539100131,0.04804201077947975,0.997021735209897,3.688879454113938,0.025000000000000005,40.0,25.72202230095571,0.27042429570919735,2.493628713966271,0.375,21.333333333333332,2772.5593205467635,0.7265974395006994,1.1952507401476669,0.3499999999999999,18.666666666666668,4.669917472296922
02,0,NASCENT,POST_EDIT,4,3.3333333333333335,1.0,1.0,4.0,0.0,0.9611111111111111,0.05263855953009703,0.008044443832035723,0.997021735209897,3.688879454113938,0.025000000000000005,40.0,25.72202230095571,0.18149340064229294,1.9259285071300793,0.525,15.666666666666666,2425.423718798825,0.815528334567604,1.7629509469838587,0.5,24.333333333333332,4.502176731273013
02,0,NASCENT,POST_EDIT,8,5.666666666666667,1.0,1.0,8.0,0.0,0.9833333333333334,0.1784653816307975,0.06362469110015487,0.997021735209897,3.688879454113938,0.025000000000000005,40.0,25.72202230095571,0.059720218155103776,1.5621228929646864,0.5583333333333333,10.333333333333334,4855.424845820925,0.937301517054793,2.1267565611492514,0.5333333333333333,29.666666666666668,5.2382963387110655
02,0,NASCENT,POST_EDIT,16,3.3333333333333335,1.0,1.0,16.0,0.0,0.9777777777777777,0.21598740325556387,0.09925988142253245,0.997021735209897,3.688879454113938,0.025000000000000005,40.0,25.72202230095571,0.16086511357474959,1.9522038636107533,0.47500000000000003,14.333333333333334,1343.1302797317333,0.8361566216351474,1.7366755905031848,0.45,25.666666666666668,3.942432694690942
02,0,NASCENT,POST_EDIT,32,4.0,1.0,1.0,32.0,0.0,0.9722222222222222,0.36319235326304683,0.09479613022611212,0.997021735209897,3.688879454113938,0.025000000000000005,40.0,25.72202230095571,0.05883250950713489,1.6277336108336693,0.48333333333333334,9.333333333333334,1896.6692959983427,0.9381892257027621,2.0611458432802685,0.4583333333333333,30.666666666666668,4.271883206191016
