substrate,rule,donor_id,arm,donor_kind,depths,final_leaves,final_success_count,final_success_rate
life,1024,life-1024-6-6,shuffled_half,maintainer,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 1.0, ""nodes"": 16, ""sibling_concordance"": 1.0, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 1.0, ""nodes"": 32, ""sibling_concordance"": 1.0, ""survivors"": 32}]",32,32,1.0
life,1024,life-1024-7-7,intact,maintainer,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 1.0, ""nodes"": 16, ""sibling_concordance"": 1.0, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 1.0, ""nodes"": 32, ""sibling_concordance"": 1.0, ""survivors"": 32}]",32,32,1.0
life,1024,life-1024-7-7,complementary_half,maintainer,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 1.0, ""nodes"": 16, ""sibling_concordance"": 1.0, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 1.0, ""nodes"": 32, ""sibling_concordance"": 1.0, ""survivors"": 32}]",32,32,1.0
life,1024,life-1024-7-7,shuffled_half,maintainer,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 1.0, ""nodes"": 16, ""sibling_concordance"": 1.0, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 1.0, ""nodes"": 32, ""sibling_concordance"": 1.0, ""survivors"": 32}]",32,32,1.0
life,1024,life-1024-0-8,intact,maintainer,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 1.0, ""nodes"": 16, ""sibling_concordance"": 1.0, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 1.0, ""nodes"": 32, ""sibling_concordance"": 1.0, ""survivors"": 32}]",32,32,1.0
life,1024,life-1024-0-8,complementary_half,maintainer,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 1.0, ""nodes"": 16, ""sibling_concordance"": 1.0, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 1.0, ""nodes"": 32, ""sibling_concordance"": 1.0, ""survivors"": 32}]",32,30,0.9375
life,1024,life-1024-0-8,shuffled_half,maintainer,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 1.0, ""nodes"": 16, ""sibling_concordance"": 1.0, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 1.0, ""nodes"": 32, ""sibling_concordance"": 1.0, ""survivors"": 32}]",32,32,1.0
life,2060,life-2060-2-2,intact,maintainer,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 1.0, ""nodes"": 16, ""sibling_concordance"": 1.0, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 1.0, ""nodes"": 32, ""sibling_concordance"": 1.0, ""survivors"": 32}]",32,24,0.75
life,2060,life-2060-2-2,complementary_half,maintainer,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 0.75, ""nodes"": 8, ""sibling_concordance"": 0.5, ""survivors"": 7}, {""depth"": 4, ""identity_rate"": 0.42857142857142855, ""nodes"": 14, ""sibling_concordance"": 0.14285714285714285, ""survivors"": 11}, {""depth"": 5, ""identity_rate"": 0.2727272727272727, ""nodes"": 22, ""sibling_concordance"": 0.8181818181818182, ""survivors"": 16}]",16,4,0.25
life,2060,life-2060-2-2,shuffled_half,maintainer,"[{""depth"": 1, ""identity_rate"": 0.5, ""nodes"": 2, ""sibling_concordance"": 0.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 3}, {""depth"": 3, ""identity_rate"": 0.0, ""nodes"": 6, ""sibling_concordance"": 1.0, ""survivors"": 5}, {""depth"": 4, ""identity_rate"": 0.0, ""nodes"": 10, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 5, ""identity_rate"": 0.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 6}]",6,0,0.0
life,2060,life-2060-5-5,intact,maintainer,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 1.0, ""nodes"": 16, ""sibling_concordance"": 1.0, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 1.0, ""nodes"": 32, ""sibling_concordance"": 1.0, ""survivors"": 32}]",32,15,0.46875
life,2060,life-2060-5-5,complementary_half,maintainer,"[{""depth"": 1, ""identity_rate"": 0.5, ""nodes"": 2, ""sibling_concordance"": 0.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.25, ""nodes"": 4, ""sibling_concordance"": 0.5, ""survivors"": 2}, {""depth"": 3, ""identity_rate"": 0.25, ""nodes"": 4, ""sibling_concordance"": 0.5, ""survivors"": 4}, {""depth"": 4, ""identity_rate"": 0.125, ""nodes"": 8, ""sibling_concordance"": 0.75, ""survivors"": 7}, {""depth"": 5, ""identity_rate"": 0.0, ""nodes"": 14, ""sibling_concordance"": 1.0, ""survivors"": 10}]",10,0,0.0
life,2060,life-2060-5-5,shuffled_half,maintainer,"[{""depth"": 1, ""identity_rate"": 0.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 3, ""identity_rate"": 0.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 3}, {""depth"": 4, ""identity_rate"": 0.0, ""nodes"": 6, ""sibling_concordance"": 1.0, ""survivors"": 3}, {""depth"": 5, ""identity_rate"": 0.0, ""nodes"": 6, ""sibling_concordance"": 1.0, ""survivors"": 4}]",4,0,0.0
life,2060,life-2060-6-6,intact,maintainer,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 1.0, ""nodes"": 16, ""sibling_concordance"": 1.0, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 1.0, ""nodes"": 32, ""sibling_concordance"": 1.0, ""survivors"": 32}]",32,24,0.75
life,2060,life-2060-6-6,complementary_half,maintainer,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.75, ""nodes"": 4, ""sibling_concordance"": 0.5, ""survivors"": 3}, {""depth"": 3, ""identity_rate"": 0.6666666666666666, ""nodes"": 6, ""sibling_concordance"": 1.0, ""survivors"": 5}, {""depth"": 4, ""identity_rate"": 0.4, ""nodes"": 10, ""sibling_concordance"": 0.6, ""survivors"": 10}, {""depth"": 5, ""identity_rate"": 0.15, ""nodes"": 20, ""sibling_concordance"": 0.9, ""survivors"": 18}]",18,1,0.05555555555555555
life,2060,life-2060-6-6,shuffled_half,maintainer,"[{""depth"": 1, ""identity_rate"": 0.5, ""nodes"": 2, ""sibling_concordance"": 0.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 0.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 7}, {""depth"": 4, ""identity_rate"": 0.0, ""nodes"": 14, ""sibling_concordance"": 1.0, ""survivors"": 10}, {""depth"": 5, ""identity_rate"": 0.0, ""nodes"": 20, ""sibling_concordance"": 1.0, ""survivors"": 10}]",10,0,0.0
life,2060,life-2060-7-7,intact,maintainer,"[{""depth"": 1, ""identity_rate"": 0.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 1}, {""depth"": 2, ""identity_rate"": 0.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 1}, {""depth"": 3, ""identity_rate"": 0.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 1}, {""depth"": 4, ""identity_rate"": 0.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 5, ""identity_rate"": 0.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 3}]",3,0,0.0
life,2060,life-2060-7-7,complementary_half,maintainer,"[{""depth"": 1, ""identity_rate"": 0.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 1}, {""depth"": 2, ""identity_rate"": 0.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 1}, {""depth"": 3, ""identity_rate"": 0.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 4, ""identity_rate"": 0.25, ""nodes"": 4, ""sibling_concordance"": 0.5, ""survivors"": 2}, {""depth"": 5, ""identity_rate"": 0.25, ""nodes"": 4, ""sibling_concordance"": 0.5, ""survivors"": 3}]",3,0,0.0
life,2060,life-2060-7-7,shuffled_half,maintainer,"[{""depth"": 1, ""identity_rate"": 0.5, ""nodes"": 2, ""sibling_concordance"": 0.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 3}, {""depth"": 3, ""identity_rate"": 0.16666666666666666, ""nodes"": 6, ""sibling_concordance"": 0.6666666666666666, ""survivors"": 4}, {""depth"": 4, ""identity_rate"": 0.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 5}, {""depth"": 5, ""identity_rate"": 0.1, ""nodes"": 10, ""sibling_concordance"": 0.8, ""survivors"": 7}]",7,0,0.0
life,2060,life-2060-5-13,intact,maintainer,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 1.0, ""nodes"": 16, ""sibling_concordance"": 1.0, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 1.0, ""nodes"": 32, ""sibling_concordance"": 1.0, ""survivors"": 32}]",32,22,0.6875
life,2060,life-2060-5-13,complementary_half,maintainer,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.75, ""nodes"": 4, ""sibling_concordance"": 0.5, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 0.375, ""nodes"": 8, ""sibling_concordance"": 0.75, ""survivors"": 6}, {""depth"": 4, ""identity_rate"": 0.25, ""nodes"": 12, ""sibling_concordance"": 0.5, ""survivors"": 8}, {""depth"": 5, ""identity_rate"": 0.25, ""nodes"": 16, ""sibling_concordance"": 1.0, ""survivors"": 13}]",13,3,0.23076923076923078
life,2060,life-2060-5-13,shuffled_half,maintainer,"[{""depth"": 1, ""identity_rate"": 0.5, ""nodes"": 2, ""sibling_concordance"": 0.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 3}, {""depth"": 3, ""identity_rate"": 0.0, ""nodes"": 6, ""sibling_concordance"": 1.0, ""survivors"": 5}, {""depth"": 4, ""identity_rate"": 0.0, ""nodes"": 10, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 5, ""identity_rate"": 0.0, ""nodes"": 16, ""sibling_concordance"": 1.0, ""survivors"": 8}]",8,0,0.0
life,2060,life-2060-6-14,intact,maintainer,"[{""depth"": 1, ""identity_rate"": 0.5, ""nodes"": 2, ""sibling_concordance"": 0.0, ""survivors"": 1}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 4, ""identity_rate"": 0.75, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 5, ""identity_rate"": 1.0, ""nodes"": 16, ""sibling_concordance"": 1.0, ""survivors"": 16}]",16,12,0.75
life,2060,life-2060-6-14,complementary_half,maintainer,"[{""depth"": 1, ""identity_rate"": 0.5, ""nodes"": 2, ""sibling_concordance"": 0.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.25, ""nodes"": 4, ""sibling_concordance"": 0.5, ""survivors"": 2}, {""depth"": 3, ""identity_rate"": 0.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 4, ""identity_rate"": 0.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 5, ""identity_rate"": 0.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 1}]",1,0,0.0
life,2060,life-2060-6-14,shuffled_half,maintainer,"[{""depth"": 1, ""identity_rate"": 0.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 1}, {""depth"": 2, ""identity_rate"": 0.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 0}, {""depth"": 3, ""identity_rate"": 0.0, ""nodes"": 0, ""sibling_concordance"": 0.0, ""survivors"": 0}, {""depth"": 4, ""identity_rate"": 0.0, ""nodes"": 0, ""sibling_concordance"": 0.0, ""survivors"": 0}, {""depth"": 5, ""identity_rate"": 0.0, ""nodes"": 0, ""sibling_concordance"": 0.0, ""survivors"": 0}]",0,0,0.0
life,2060,life-2060-7-15,intact,maintainer,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 0.9375, ""nodes"": 16, ""sibling_concordance"": 0.875, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 1.0, ""nodes"": 32, ""sibling_concordance"": 1.0, ""survivors"": 32}]",32,23,0.71875
life,2060,life-2060-7-15,complementary_half,maintainer,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.5, ""nodes"": 4, ""sibling_concordance"": 0.0, ""survivors"": 3}, {""depth"": 3, ""identity_rate"": 0.5, ""nodes"": 6, ""sibling_concordance"": 0.6666666666666666, ""survivors"": 5}, {""depth"": 4, ""identity_rate"": 0.3, ""nodes"": 10, ""sibling_concordance"": 0.4, ""survivors"": 6}, {""depth"": 5, ""identity_rate"": 0.3333333333333333, ""nodes"": 12, ""sibling_concordance"": 0.6666666666666666, ""survivors"": 7}]",7,2,0.2857142857142857
life,2060,life-2060-7-15,shuffled_half,maintainer,"[{""depth"": 1, ""identity_rate"": 0.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 1}, {""depth"": 2, ""identity_rate"": 0.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 1}, {""depth"": 3, ""identity_rate"": 0.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 1}, {""depth"": 4, ""identity_rate"": 0.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 5, ""identity_rate"": 0.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 2}]",2,0,0.0
life,2060,life-2060-2-18,intact,maintainer,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 1.0, ""nodes"": 16, ""sibling_concordance"": 1.0, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 1.0, ""nodes"": 32, ""sibling_concordance"": 1.0, ""survivors"": 32}]",32,29,0.90625
life,2060,life-2060-2-18,complementary_half,maintainer,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.75, ""nodes"": 4, ""sibling_concordance"": 0.5, ""survivors"": 3}, {""depth"": 3, ""identity_rate"": 0.8333333333333334, ""nodes"": 6, ""sibling_concordance"": 0.6666666666666666, ""survivors"": 6}, {""depth"": 4, ""identity_rate"": 0.5833333333333334, ""nodes"": 12, ""sibling_concordance"": 0.5, ""survivors"": 10}, {""depth"": 5, ""identity_rate"": 0.5, ""nodes"": 20, ""sibling_concordance"": 0.6, ""survivors"": 15}]",15,6,0.4
life,2060,life-2060-2-18,shuffled_half,maintainer,"[{""depth"": 1, ""identity_rate"": 0.5, ""nodes"": 2, ""sibling_concordance"": 0.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 3, ""identity_rate"": 0.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 4, ""identity_rate"": 0.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 7}, {""depth"": 5, ""identity_rate"": 0.0, ""nodes"": 14, ""sibling_concordance"": 1.0, ""survivors"": 8}]",8,0,0.0
life,18444,life-18444-0-0,intact,maintainer,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 0.875, ""nodes"": 16, ""sibling_concordance"": 1.0, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 0.875, ""nodes"": 32, ""sibling_concordance"": 1.0, ""survivors"": 32}]",32,22,0.6875
life,18444,life-18444-0-0,complementary_half,maintainer,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.5, ""nodes"": 4, ""sibling_concordance"": 0.0, ""survivors"": 3}, {""depth"": 3, ""identity_rate"": 0.5, ""nodes"": 6, ""sibling_concordance"": 0.6666666666666666, ""survivors"": 5}, {""depth"": 4, ""identity_rate"": 0.2, ""nodes"": 10, ""sibling_concordance"": 0.6, ""survivors"": 8}, {""depth"": 5, ""identity_rate"": 0.125, ""nodes"": 16, ""sibling_concordance"": 0.75, ""survivors"": 12}]",12,1,0.08333333333333333
life,18444,life-18444-0-0,shuffled_half,maintainer,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 3, ""identity_rate"": 0.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 1}, {""depth"": 4, ""identity_rate"": 0.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 1}, {""depth"": 5, ""identity_rate"": 0.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}]",2,0,0.0
life,18444,life-18444-5-5,intact,maintainer,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 1.0, ""nodes"": 16, ""sibling_concordance"": 1.0, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 1.0, ""nodes"": 32, ""sibling_concordance"": 1.0, ""survivors"": 32}]",32,29,0.90625
life,18444,life-18444-5-5,complementary_half,maintainer,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.75, ""nodes"": 4, ""sibling_concordance"": 0.5, ""survivors"": 3}, {""depth"": 3, ""identity_rate"": 0.6666666666666666, ""nodes"": 6, ""sibling_concordance"": 0.3333333333333333, ""survivors"": 5}, {""depth"": 4, ""identity_rate"": 0.4, ""nodes"": 10, ""sibling_concordance"": 0.6, ""survivors"": 8}, {""depth"": 5, ""identity_rate"": 0.375, ""nodes"": 16, ""sibling_concordance"": 0.75, ""survivors"": 12}]",12,4,0.3333333333333333
life,18444,life-18444-5-5,shuffled_half,maintainer,"[{""depth"": 1, ""identity_rate"": 0.5, ""nodes"": 2, ""sibling_concordance"": 0.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.25, ""nodes"": 4, ""sibling_concordance"": 0.5, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 0.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 5}, {""depth"": 4, ""identity_rate"": 0.0, ""nodes"": 10, ""sibling_concordance"": 1.0, ""survivors"": 7}, {""depth"": 5, ""identity_rate"": 0.0, ""nodes"": 14, ""sibling_concordance"": 1.0, ""survivors"": 10}]",10,0,0.0
life,18444,life-18444-6-6,intact,maintainer,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 0.875, ""nodes"": 8, ""sibling_concordance"": 0.75, ""survivors"": 7}, {""depth"": 4, ""identity_rate"": 0.7857142857142857, ""nodes"": 14, ""sibling_concordance"": 0.5714285714285714, ""survivors"": 11}, {""depth"": 5, ""identity_rate"": 0.7727272727272727, ""nodes"": 22, ""sibling_concordance"": 0.7272727272727273, ""survivors"": 17}]",17,2,0.11764705882352941
life,18444,life-18444-6-6,complementary_half,maintainer,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 0.75, ""nodes"": 8, ""sibling_concordance"": 0.5, ""survivors"": 6}, {""depth"": 4, ""identity_rate"": 0.8333333333333334, ""nodes"": 12, ""sibling_concordance"": 0.6666666666666666, ""survivors"": 10}, {""depth"": 5, ""identity_rate"": 0.75, ""nodes"": 20, ""sibling_concordance"": 0.5, ""survivors"": 15}]",15,1,0.06666666666666667
life,18444,life-18444-6-6,shuffled_half,maintainer,"[{""depth"": 1, ""identity_rate"": 0.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 0}, {""depth"": 2, ""identity_rate"": 0.0, ""nodes"": 0, ""sibling_concordance"": 0.0, ""survivors"": 0}, {""depth"": 3, ""identity_rate"": 0.0, ""nodes"": 0, ""sibling_concordance"": 0.0, ""survivors"": 0}, {""depth"": 4, ""identity_rate"": 0.0, ""nodes"": 0, ""sibling_concordance"": 0.0, ""survivors"": 0}, {""depth"": 5, ""identity_rate"": 0.0, ""nodes"": 0, ""sibling_concordance"": 0.0, ""survivors"": 0}]",0,0,0.0
life,18444,life-18444-7-7,intact,maintainer,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 1.0, ""nodes"": 16, ""sibling_concordance"": 1.0, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 1.0, ""nodes"": 32, ""sibling_concordance"": 1.0, ""survivors"": 32}]",32,27,0.84375
