endpoint,scope,candidate,branch_half,matrix_id,target_loosen_minus_tighten,neutral_minus_noop,balanced_log_minus_noop
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,4,0.1125,0.0125,-0.025
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,5,0.0375,-0.125,0.1125
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,6,0.1375,0.05,0.0375
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,7,0.0625,-0.0125,0.0625
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,8,0.2125,0.2,-0.0375
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,9,0.0,0.025,0.0125
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,10,0.0,-0.025,-0.0875
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,11,0.125,-0.075,-0.075
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,12,0.0875,-0.0625,-0.05
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,13,0.05,-0.025,-0.0125
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,14,0.075,-0.0125,-0.05
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,15,0.075,0.0875,0.0125
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,16,0.15,-0.05,-0.0625
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,17,0.1375,-0.2125,-0.05
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,18,0.1125,0.0,0.0875
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,19,0.125,-0.075,0.0125
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,20,0.125,0.025,-0.0875
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,21,0.125,0.05,-0.075
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,22,0.2375,0.0875,0.025
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,23,0.1375,-0.0875,0.0
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,24,0.175,0.0,-0.0125
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,25,-0.1,-0.1875,-0.0375
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,26,0.2625,-0.05,0.0
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,27,0.0375,-0.05,-0.075
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,28,0.075,-0.0625,0.0
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,29,0.0375,-0.075,-0.025
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,30,0.225,0.1625,0.0375
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,31,0.125,-0.05,-0.0125
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,32,0.1,0.05,0.125
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,33,0.0,0.05,0.05
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,34,0.2375,0.0375,0.1125
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,35,0.0,-0.0625,0.0
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,36,0.05,0.0875,0.075
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,37,0.0,0.0125,0.025
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,38,0.125,0.025,-0.1125
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,39,0.0875,0.05,0.0125
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,0,0.125,0.0,-0.125
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,1,0.1875,0.125,-0.375
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,2,0.4375,0.0,0.125
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,3,-0.0625,-0.25,-0.0625
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,4,-0.125,0.3125,0.0625
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,5,0.0625,0.0,0.0
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,6,0.125,-0.0625,-0.125
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,7,0.0625,0.0,0.0625
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,8,0.375,-0.0625,0.25
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,9,0.0,0.0,0.0
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,10,-0.375,0.25,0.0
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,11,0.0625,0.0,-0.0625
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,12,0.25,0.1875,0.0
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,13,0.0,-0.0625,0.0625
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,14,0.0,0.125,-0.125
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,15,0.5,0.125,0.3125
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,16,-0.1875,0.0,0.0
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,17,0.0,-0.25,0.25
JOINT_BREAK_RUN3_F12,landmark60_compatibility,02,A,18,0.0,-0.25,-0.3125
