candidate,matrix_id,residence_length,start_support,durable_support,separation,residence_episodes,coherent_clusters,stable_forms,distinct_stable_forms,rule_survives
03,45,8,16,4,0.85,62,5,0,0,False
03,45,8,16,4,0.9,62,5,0,0,False
03,45,16,4,4,0.8,0,0,0,0,False
03,45,16,4,4,0.85,0,0,0,0,False
03,45,16,4,4,0.9,0,0,0,0,False
03,45,16,8,4,0.8,0,0,0,0,False
03,45,16,8,4,0.85,0,0,0,0,False
03,45,16,8,4,0.9,0,0,0,0,False
03,45,16,16,4,0.8,0,0,0,0,False
03,45,16,16,4,0.85,0,0,0,0,False
03,45,16,16,4,0.9,0,0,0,0,False
03,28,4,4,4,0.8,656,61,5,1,False
03,28,4,4,4,0.85,656,61,5,1,False
03,28,4,4,4,0.9,656,61,5,1,False
03,28,4,8,4,0.8,656,61,5,1,False
03,28,4,8,4,0.85,656,61,5,1,False
03,28,4,8,4,0.9,656,61,5,1,False
03,28,4,16,4,0.8,656,61,5,1,False
03,28,4,16,4,0.85,656,61,5,1,False
03,28,4,16,4,0.9,656,61,5,1,False
03,28,8,4,4,0.8,9,1,0,0,False
03,28,8,4,4,0.85,9,1,0,0,False
03,28,8,4,4,0.9,9,1,0,0,False
03,28,8,8,4,0.8,9,1,0,0,False
03,28,8,8,4,0.85,9,1,0,0,False
03,28,8,8,4,0.9,9,1,0,0,False
03,28,8,16,4,0.8,9,1,0,0,False
03,28,8,16,4,0.85,9,1,0,0,False
03,28,8,16,4,0.9,9,1,0,0,False
03,28,16,4,4,0.8,0,0,0,0,False
03,28,16,4,4,0.85,0,0,0,0,False
03,28,16,4,4,0.9,0,0,0,0,False
03,28,16,8,4,0.8,0,0,0,0,False
03,28,16,8,4,0.85,0,0,0,0,False
03,28,16,8,4,0.9,0,0,0,0,False
03,28,16,16,4,0.8,0,0,0,0,False
03,28,16,16,4,0.85,0,0,0,0,False
03,28,16,16,4,0.9,0,0,0,0,False
03,159,4,4,4,0.8,695,53,3,2,True
03,159,4,4,4,0.85,695,53,3,2,True
03,159,4,4,4,0.9,695,53,3,2,True
03,159,4,8,4,0.8,695,53,3,2,True
03,159,4,8,4,0.85,695,53,3,2,True
03,159,4,8,4,0.9,695,53,3,2,True
03,159,4,16,4,0.8,695,53,3,2,True
03,159,4,16,4,0.85,695,53,3,2,True
03,159,4,16,4,0.9,695,53,3,2,True
03,159,8,4,4,0.8,60,4,1,1,False
03,159,8,4,4,0.85,60,4,1,1,False
03,159,8,4,4,0.9,60,4,1,1,False
03,159,8,8,4,0.8,60,4,1,1,False
03,159,8,8,4,0.85,60,4,1,1,False
03,159,8,8,4,0.9,60,4,1,1,False
03,159,8,16,4,0.8,60,4,1,1,False
03,159,8,16,4,0.85,60,4,1,1,False
03,159,8,16,4,0.9,60,4,1,1,False
03,159,16,4,4,0.8,0,0,0,0,False
03,159,16,4,4,0.85,0,0,0,0,False
03,159,16,4,4,0.9,0,0,0,0,False
03,159,16,8,4,0.8,0,0,0,0,False
03,159,16,8,4,0.85,0,0,0,0,False
03,159,16,8,4,0.9,0,0,0,0,False
03,159,16,16,4,0.8,0,0,0,0,False
03,159,16,16,4,0.85,0,0,0,0,False
03,159,16,16,4,0.9,0,0,0,0,False
03,149,4,4,4,0.8,774,60,7,2,True
03,149,4,4,4,0.85,774,60,7,2,True
03,149,4,4,4,0.9,774,60,7,2,True
03,149,4,8,4,0.8,774,60,7,2,True
03,149,4,8,4,0.85,774,60,7,2,True
03,149,4,8,4,0.9,774,60,7,2,True
03,149,4,16,4,0.8,774,60,7,2,True
03,149,4,16,4,0.85,774,60,7,2,True
03,149,4,16,4,0.9,774,60,7,2,True
03,149,8,4,4,0.8,54,3,1,1,False
03,149,8,4,4,0.85,54,3,1,1,False
03,149,8,4,4,0.9,54,3,1,1,False
03,149,8,8,4,0.8,54,3,1,1,False
03,149,8,8,4,0.85,54,3,1,1,False
03,149,8,8,4,0.9,54,3,1,1,False
03,149,8,16,4,0.8,54,3,1,1,False
03,149,8,16,4,0.85,54,3,1,1,False
03,149,8,16,4,0.9,54,3,1,1,False
03,149,16,4,4,0.8,0,0,0,0,False
03,149,16,4,4,0.85,0,0,0,0,False
03,149,16,4,4,0.9,0,0,0,0,False
03,149,16,8,4,0.8,0,0,0,0,False
03,149,16,8,4,0.85,0,0,0,0,False
03,149,16,8,4,0.9,0,0,0,0,False
03,149,16,16,4,0.8,0,0,0,0,False
03,149,16,16,4,0.85,0,0,0,0,False
03,149,16,16,4,0.9,0,0,0,0,False
03,58,4,4,4,0.8,1144,149,3,1,False
03,58,4,4,4,0.85,1144,149,3,1,False
03,58,4,4,4,0.9,1144,149,3,1,False
03,58,4,8,4,0.8,1144,149,3,1,False
03,58,4,8,4,0.85,1144,149,3,1,False
03,58,4,8,4,0.9,1144,149,3,1,False
03,58,4,16,4,0.8,1144,149,3,1,False
03,58,4,16,4,0.85,1144,149,3,1,False
03,58,4,16,4,0.9,1144,149,3,1,False
03,58,8,4,4,0.8,46,5,0,0,False
03,58,8,4,4,0.85,46,5,0,0,False
03,58,8,4,4,0.9,46,5,0,0,False
03,58,8,8,4,0.8,46,5,0,0,False
03,58,8,8,4,0.85,46,5,0,0,False
03,58,8,8,4,0.9,46,5,0,0,False
03,58,8,16,4,0.8,46,5,0,0,False
03,58,8,16,4,0.85,46,5,0,0,False
03,58,8,16,4,0.9,46,5,0,0,False
03,58,16,4,4,0.8,0,0,0,0,False
03,58,16,4,4,0.85,0,0,0,0,False
03,58,16,4,4,0.9,0,0,0,0,False
03,58,16,8,4,0.8,0,0,0,0,False
03,58,16,8,4,0.85,0,0,0,0,False
03,58,16,8,4,0.9,0,0,0,0,False
03,58,16,16,4,0.8,0,0,0,0,False
03,58,16,16,4,0.85,0,0,0,0,False
03,58,16,16,4,0.9,0,0,0,0,False
03,25,4,4,4,0.8,1524,51,10,4,True
03,25,4,4,4,0.85,1524,51,10,4,True
03,25,4,4,4,0.9,1524,51,10,4,True
03,25,4,8,4,0.8,1524,51,10,4,True
03,25,4,8,4,0.85,1524,51,10,4,True
03,25,4,8,4,0.9,1524,51,10,4,True
03,25,4,16,4,0.8,1524,51,10,4,True
03,25,4,16,4,0.85,1524,51,10,4,True
03,25,4,16,4,0.9,1524,51,10,4,True
03,25,8,4,4,0.8,103,4,1,1,False
03,25,8,4,4,0.85,103,4,1,1,False
03,25,8,4,4,0.9,103,4,1,1,False
03,25,8,8,4,0.8,103,4,1,1,False
03,25,8,8,4,0.85,103,4,1,1,False
03,25,8,8,4,0.9,103,4,1,1,False
03,25,8,16,4,0.8,103,4,1,1,False
03,25,8,16,4,0.85,103,4,1,1,False
03,25,8,16,4,0.9,103,4,1,1,False
03,25,16,4,4,0.8,1,1,0,0,False
03,25,16,4,4,0.85,1,1,0,0,False
03,25,16,4,4,0.9,1,1,0,0,False
03,25,16,8,4,0.8,1,1,0,0,False
03,25,16,8,4,0.85,1,1,0,0,False
03,25,16,8,4,0.9,1,1,0,0,False
03,25,16,16,4,0.8,1,1,0,0,False
03,25,16,16,4,0.85,1,1,0,0,False
03,25,16,16,4,0.9,1,1,0,0,False
03,198,4,4,4,0.8,508,33,3,1,False
03,198,4,4,4,0.85,508,33,3,1,False
03,198,4,4,4,0.9,508,33,3,1,False
03,198,4,8,4,0.8,508,33,3,1,False
03,198,4,8,4,0.85,508,33,3,1,False
03,198,4,8,4,0.9,508,33,3,1,False
03,198,4,16,4,0.8,508,33,3,1,False
03,198,4,16,4,0.85,508,33,3,1,False
03,198,4,16,4,0.9,508,33,3,1,False
03,198,8,4,4,0.8,44,1,1,1,False
03,198,8,4,4,0.85,44,1,1,1,False
03,198,8,4,4,0.9,44,1,1,1,False
03,198,8,8,4,0.8,44,1,1,1,False
03,198,8,8,4,0.85,44,1,1,1,False
03,198,8,8,4,0.9,44,1,1,1,False
03,198,8,16,4,0.8,44,1,1,1,False
03,198,8,16,4,0.85,44,1,1,1,False
03,198,8,16,4,0.9,44,1,1,1,False
03,198,16,4,4,0.8,0,0,0,0,False
03,198,16,4,4,0.85,0,0,0,0,False
03,198,16,4,4,0.9,0,0,0,0,False
03,198,16,8,4,0.8,0,0,0,0,False
03,198,16,8,4,0.85,0,0,0,0,False
03,198,16,8,4,0.9,0,0,0,0,False
03,198,16,16,4,0.8,0,0,0,0,False
03,198,16,16,4,0.85,0,0,0,0,False
03,198,16,16,4,0.9,0,0,0,0,False
03,97,4,4,4,0.8,3118,91,26,2,True
03,97,4,4,4,0.85,3118,91,26,2,True
03,97,4,4,4,0.9,3118,91,26,2,True
03,97,4,8,4,0.8,3118,91,26,2,True
03,97,4,8,4,0.85,3118,91,26,2,True
03,97,4,8,4,0.9,3118,91,26,2,True
03,97,4,16,4,0.8,3118,91,26,2,True
03,97,4,16,4,0.85,3118,91,26,2,True
03,97,4,16,4,0.9,3118,91,26,2,True
03,97,8,4,4,0.8,375,8,3,1,False
03,97,8,4,4,0.85,375,8,3,1,False
03,97,8,4,4,0.9,375,8,3,1,False
03,97,8,8,4,0.8,375,8,3,1,False
03,97,8,8,4,0.85,375,8,3,1,False
03,97,8,8,4,0.9,375,8,3,1,False
03,97,8,16,4,0.8,375,8,3,1,False
03,97,8,16,4,0.85,375,8,3,1,False
03,97,8,16,4,0.9,375,8,3,1,False
03,97,16,4,4,0.8,2,1,0,0,False
03,97,16,4,4,0.85,2,1,0,0,False
03,97,16,4,4,0.9,2,1,0,0,False
03,97,16,8,4,0.8,2,1,0,0,False
03,97,16,8,4,0.85,2,1,0,0,False
03,97,16,8,4,0.9,2,1,0,0,False
03,97,16,16,4,0.8,2,1,0,0,False
03,97,16,16,4,0.85,2,1,0,0,False
03,97,16,16,4,0.9,2,1,0,0,False
03,14,4,4,4,0.8,739,78,5,1,False
03,14,4,4,4,0.85,739,78,5,1,False
03,14,4,4,4,0.9,739,78,5,1,False
03,14,4,8,4,0.8,739,78,5,1,False
03,14,4,8,4,0.85,739,78,5,1,False
03,14,4,8,4,0.9,739,78,5,1,False
03,14,4,16,4,0.8,739,78,5,1,False
03,14,4,16,4,0.85,739,78,5,1,False
03,14,4,16,4,0.9,739,78,5,1,False
03,14,8,4,4,0.8,19,2,0,0,False
03,14,8,4,4,0.85,19,2,0,0,False
03,14,8,4,4,0.9,19,2,0,0,False
03,14,8,8,4,0.8,19,2,0,0,False
03,14,8,8,4,0.85,19,2,0,0,False
03,14,8,8,4,0.9,19,2,0,0,False
03,14,8,16,4,0.8,19,2,0,0,False
03,14,8,16,4,0.85,19,2,0,0,False
03,14,8,16,4,0.9,19,2,0,0,False
03,14,16,4,4,0.8,0,0,0,0,False
03,14,16,4,4,0.85,0,0,0,0,False
03,14,16,4,4,0.9,0,0,0,0,False
03,14,16,8,4,0.8,0,0,0,0,False
03,14,16,8,4,0.85,0,0,0,0,False
03,14,16,8,4,0.9,0,0,0,0,False
03,14,16,16,4,0.8,0,0,0,0,False
03,14,16,16,4,0.85,0,0,0,0,False
03,14,16,16,4,0.9,0,0,0,0,False
03,197,4,4,4,0.8,470,46,2,1,False
03,197,4,4,4,0.85,470,46,2,1,False
03,197,4,4,4,0.9,470,46,2,1,False
03,197,4,8,4,0.8,470,46,2,1,False
03,197,4,8,4,0.85,470,46,2,1,False
03,197,4,8,4,0.9,470,46,2,1,False
03,197,4,16,4,0.8,470,46,2,1,False
03,197,4,16,4,0.85,470,46,2,1,False
03,197,4,16,4,0.9,470,46,2,1,False
03,197,8,4,4,0.8,41,1,1,1,False
03,197,8,4,4,0.85,41,1,1,1,False
03,197,8,4,4,0.9,41,1,1,1,False
03,197,8,8,4,0.8,41,1,1,1,False
03,197,8,8,4,0.85,41,1,1,1,False
03,197,8,8,4,0.9,41,1,1,1,False
03,197,8,16,4,0.8,41,1,1,1,False
03,197,8,16,4,0.85,41,1,1,1,False
03,197,8,16,4,0.9,41,1,1,1,False
03,197,16,4,4,0.8,0,0,0,0,False
03,197,16,4,4,0.85,0,0,0,0,False
03,197,16,4,4,0.9,0,0,0,0,False
03,197,16,8,4,0.8,0,0,0,0,False
03,197,16,8,4,0.85,0,0,0,0,False
03,197,16,8,4,0.9,0,0,0,0,False
03,197,16,16,4,0.8,0,0,0,0,False
03,197,16,16,4,0.85,0,0,0,0,False
03,197,16,16,4,0.9,0,0,0,0,False
03,126,4,4,4,0.8,551,66,5,1,False
03,126,4,4,4,0.85,551,66,5,1,False
03,126,4,4,4,0.9,551,66,5,1,False
03,126,4,8,4,0.8,551,66,5,1,False
03,126,4,8,4,0.85,551,66,5,1,False
03,126,4,8,4,0.9,551,66,5,1,False
03,126,4,16,4,0.8,551,66,5,1,False
03,126,4,16,4,0.85,551,66,5,1,False
03,126,4,16,4,0.9,551,66,5,1,False
03,126,8,4,4,0.8,10,1,0,0,False
03,126,8,4,4,0.85,10,1,0,0,False
03,126,8,4,4,0.9,10,1,0,0,False
03,126,8,8,4,0.8,10,1,0,0,False
03,126,8,8,4,0.85,10,1,0,0,False
03,126,8,8,4,0.9,10,1,0,0,False
03,126,8,16,4,0.8,10,1,0,0,False
03,126,8,16,4,0.85,10,1,0,0,False
03,126,8,16,4,0.9,10,1,0,0,False
03,126,16,4,4,0.8,0,0,0,0,False
03,126,16,4,4,0.85,0,0,0,0,False
03,126,16,4,4,0.9,0,0,0,0,False
03,126,16,8,4,0.8,0,0,0,0,False
03,126,16,8,4,0.85,0,0,0,0,False
03,126,16,8,4,0.9,0,0,0,0,False
03,126,16,16,4,0.8,0,0,0,0,False
03,126,16,16,4,0.85,0,0,0,0,False
03,126,16,16,4,0.9,0,0,0,0,False
03,112,4,4,4,0.8,1152,100,6,2,True
03,112,4,4,4,0.85,1152,100,6,2,True
03,112,4,4,4,0.9,1152,100,6,2,True
03,112,4,8,4,0.8,1152,100,6,2,True
03,112,4,8,4,0.85,1152,100,6,2,True
03,112,4,8,4,0.9,1152,100,6,2,True
03,112,4,16,4,0.8,1152,100,6,2,True
03,112,4,16,4,0.85,1152,100,6,2,True
03,112,4,16,4,0.9,1152,100,6,2,True
03,112,8,4,4,0.8,66,4,1,1,False
03,112,8,4,4,0.85,66,4,1,1,False
03,112,8,4,4,0.9,66,4,1,1,False
03,112,8,8,4,0.8,66,4,1,1,False
03,112,8,8,4,0.85,66,4,1,1,False
03,112,8,8,4,0.9,66,4,1,1,False
03,112,8,16,4,0.8,66,4,1,1,False
03,112,8,16,4,0.85,66,4,1,1,False
03,112,8,16,4,0.9,66,4,1,1,False
03,112,16,4,4,0.8,2,1,0,0,False
03,112,16,4,4,0.85,2,1,0,0,False
03,112,16,4,4,0.9,2,1,0,0,False
03,112,16,8,4,0.8,2,1,0,0,False
03,112,16,8,4,0.85,2,1,0,0,False
03,112,16,8,4,0.9,2,1,0,0,False
03,112,16,16,4,0.8,2,1,0,0,False
03,112,16,16,4,0.85,2,1,0,0,False
03,112,16,16,4,0.9,2,1,0,0,False
03,38,4,4,4,0.8,769,27,4,1,False
03,38,4,4,4,0.85,769,27,4,1,False
03,38,4,4,4,0.9,769,27,4,1,False
03,38,4,8,4,0.8,769,27,4,1,False
03,38,4,8,4,0.85,769,27,4,1,False
03,38,4,8,4,0.9,769,27,4,1,False
03,38,4,16,4,0.8,769,27,4,1,False
03,38,4,16,4,0.85,769,27,4,1,False
03,38,4,16,4,0.9,769,27,4,1,False
03,38,8,4,4,0.8,84,1,1,1,False
03,38,8,4,4,0.85,84,1,1,1,False
03,38,8,4,4,0.9,84,1,1,1,False
03,38,8,8,4,0.8,84,1,1,1,False
03,38,8,8,4,0.85,84,1,1,1,False
03,38,8,8,4,0.9,84,1,1,1,False
03,38,8,16,4,0.8,84,1,1,1,False
03,38,8,16,4,0.85,84,1,1,1,False
03,38,8,16,4,0.9,84,1,1,1,False
03,38,16,4,4,0.8,1,1,0,0,False
03,38,16,4,4,0.85,1,1,0,0,False
03,38,16,4,4,0.9,1,1,0,0,False
03,38,16,8,4,0.8,1,1,0,0,False
03,38,16,8,4,0.85,1,1,0,0,False
03,38,16,8,4,0.9,1,1,0,0,False
03,38,16,16,4,0.8,1,1,0,0,False
03,38,16,16,4,0.85,1,1,0,0,False
03,38,16,16,4,0.9,1,1,0,0,False
03,1,4,4,4,0.8,603,38,2,2,True
03,1,4,4,4,0.85,603,38,2,2,True
03,1,4,4,4,0.9,603,38,2,2,True
03,1,4,8,4,0.8,603,38,2,2,True
03,1,4,8,4,0.85,603,38,2,2,True
03,1,4,8,4,0.9,603,38,2,2,True
03,1,4,16,4,0.8,603,38,2,2,True
03,1,4,16,4,0.85,603,38,2,2,True
03,1,4,16,4,0.9,603,38,2,2,True
03,1,8,4,4,0.8,45,2,1,1,False
03,1,8,4,4,0.85,45,2,1,1,False
03,1,8,4,4,0.9,45,2,1,1,False
03,1,8,8,4,0.8,45,2,1,1,False
03,1,8,8,4,0.85,45,2,1,1,False
03,1,8,8,4,0.9,45,2,1,1,False
03,1,8,16,4,0.8,45,2,1,1,False
03,1,8,16,4,0.85,45,2,1,1,False
03,1,8,16,4,0.9,45,2,1,1,False
03,1,16,4,4,0.8,0,0,0,0,False
03,1,16,4,4,0.85,0,0,0,0,False
03,1,16,4,4,0.9,0,0,0,0,False
03,1,16,8,4,0.8,0,0,0,0,False
03,1,16,8,4,0.85,0,0,0,0,False
03,1,16,8,4,0.9,0,0,0,0,False
03,1,16,16,4,0.8,0,0,0,0,False
03,1,16,16,4,0.85,0,0,0,0,False
03,1,16,16,4,0.9,0,0,0,0,False
03,43,4,4,4,0.8,364,46,1,1,False
03,43,4,4,4,0.85,364,46,1,1,False
03,43,4,4,4,0.9,364,46,1,1,False
03,43,4,8,4,0.8,364,46,1,1,False
03,43,4,8,4,0.85,364,46,1,1,False
03,43,4,8,4,0.9,364,46,1,1,False
03,43,4,16,4,0.8,364,46,1,1,False
03,43,4,16,4,0.85,364,46,1,1,False
03,43,4,16,4,0.9,364,46,1,1,False
03,43,8,4,4,0.8,7,2,0,0,False
03,43,8,4,4,0.85,7,2,0,0,False
03,43,8,4,4,0.9,7,2,0,0,False
03,43,8,8,4,0.8,7,2,0,0,False
03,43,8,8,4,0.85,7,2,0,0,False
03,43,8,8,4,0.9,7,2,0,0,False
03,43,8,16,4,0.8,7,2,0,0,False
03,43,8,16,4,0.85,7,2,0,0,False
03,43,8,16,4,0.9,7,2,0,0,False
03,43,16,4,4,0.8,0,0,0,0,False
03,43,16,4,4,0.85,0,0,0,0,False
03,43,16,4,4,0.9,0,0,0,0,False
03,43,16,8,4,0.8,0,0,0,0,False
03,43,16,8,4,0.85,0,0,0,0,False
03,43,16,8,4,0.9,0,0,0,0,False
03,43,16,16,4,0.8,0,0,0,0,False
03,43,16,16,4,0.85,0,0,0,0,False
03,43,16,16,4,0.9,0,0,0,0,False
03,18,4,4,4,0.8,2652,146,20,1,False
03,18,4,4,4,0.85,2652,146,20,1,False
03,18,4,4,4,0.9,2652,146,20,1,False
03,18,4,8,4,0.8,2652,146,20,1,False
03,18,4,8,4,0.85,2652,146,20,1,False
03,18,4,8,4,0.9,2652,146,20,1,False
03,18,4,16,4,0.8,2652,146,20,1,False
03,18,4,16,4,0.85,2652,146,20,1,False
03,18,4,16,4,0.9,2652,146,20,1,False
03,18,8,4,4,0.8,298,6,2,1,False
03,18,8,4,4,0.85,298,6,2,1,False
03,18,8,4,4,0.9,298,6,2,1,False
03,18,8,8,4,0.8,298,6,2,1,False
03,18,8,8,4,0.85,298,6,2,1,False
03,18,8,8,4,0.9,298,6,2,1,False
03,18,8,16,4,0.8,298,6,2,1,False
03,18,8,16,4,0.85,298,6,2,1,False
03,18,8,16,4,0.9,298,6,2,1,False
03,18,16,4,4,0.8,2,1,0,0,False
03,18,16,4,4,0.85,2,1,0,0,False
03,18,16,4,4,0.9,2,1,0,0,False
03,18,16,8,4,0.8,2,1,0,0,False
03,18,16,8,4,0.85,2,1,0,0,False
03,18,16,8,4,0.9,2,1,0,0,False
03,18,16,16,4,0.8,2,1,0,0,False
03,18,16,16,4,0.85,2,1,0,0,False
03,18,16,16,4,0.9,2,1,0,0,False
03,64,4,4,4,0.8,2296,134,18,3,True
03,64,4,4,4,0.85,2296,134,18,3,True
03,64,4,4,4,0.9,2296,134,18,3,True
03,64,4,8,4,0.8,2296,134,18,3,True
03,64,4,8,4,0.85,2296,134,18,3,True
03,64,4,8,4,0.9,2296,134,18,3,True
03,64,4,16,4,0.8,2296,134,17,2,True
03,64,4,16,4,0.85,2296,134,17,2,True
03,64,4,16,4,0.9,2296,134,17,2,True
03,64,8,4,4,0.8,126,5,2,1,False
03,64,8,4,4,0.85,126,5,2,1,False
03,64,8,4,4,0.9,126,5,2,1,False
03,64,8,8,4,0.8,126,5,2,1,False
03,64,8,8,4,0.85,126,5,2,1,False
03,64,8,8,4,0.9,126,5,2,1,False
03,64,8,16,4,0.8,126,5,2,1,False
03,64,8,16,4,0.85,126,5,2,1,False
03,64,8,16,4,0.9,126,5,2,1,False
03,64,16,4,4,0.8,1,1,0,0,False
03,64,16,4,4,0.85,1,1,0,0,False
03,64,16,4,4,0.9,1,1,0,0,False
03,64,16,8,4,0.8,1,1,0,0,False
03,64,16,8,4,0.85,1,1,0,0,False
03,64,16,8,4,0.9,1,1,0,0,False
03,64,16,16,4,0.8,1,1,0,0,False
03,64,16,16,4,0.85,1,1,0,0,False
03,64,16,16,4,0.9,1,1,0,0,False
03,72,4,4,4,0.8,1259,97,9,2,True
03,72,4,4,4,0.85,1259,97,9,2,True
03,72,4,4,4,0.9,1259,97,9,2,True
03,72,4,8,4,0.8,1259,97,9,2,True
03,72,4,8,4,0.85,1259,97,9,2,True
03,72,4,8,4,0.9,1259,97,9,2,True
03,72,4,16,4,0.8,1259,97,9,2,True
03,72,4,16,4,0.85,1259,97,9,2,True
03,72,4,16,4,0.9,1259,97,9,2,True
03,72,8,4,4,0.8,97,4,1,1,False
03,72,8,4,4,0.85,97,4,1,1,False
03,72,8,4,4,0.9,97,4,1,1,False
03,72,8,8,4,0.8,97,4,1,1,False
03,72,8,8,4,0.85,97,4,1,1,False
03,72,8,8,4,0.9,97,4,1,1,False
03,72,8,16,4,0.8,97,4,1,1,False
03,72,8,16,4,0.85,97,4,1,1,False
03,72,8,16,4,0.9,97,4,1,1,False
03,72,16,4,4,0.8,0,0,0,0,False
03,72,16,4,4,0.85,0,0,0,0,False
03,72,16,4,4,0.9,0,0,0,0,False
03,72,16,8,4,0.8,0,0,0,0,False
03,72,16,8,4,0.85,0,0,0,0,False
03,72,16,8,4,0.9,0,0,0,0,False
03,72,16,16,4,0.8,0,0,0,0,False
03,72,16,16,4,0.85,0,0,0,0,False
03,72,16,16,4,0.9,0,0,0,0,False
03,178,4,4,4,0.8,1143,94,7,2,True
03,178,4,4,4,0.85,1143,94,7,3,True
03,178,4,4,4,0.9,1143,94,7,3,True
03,178,4,8,4,0.8,1143,94,7,2,True
03,178,4,8,4,0.85,1143,94,7,3,True
03,178,4,8,4,0.9,1143,94,7,3,True
03,178,4,16,4,0.8,1143,94,7,2,True
03,178,4,16,4,0.85,1143,94,7,3,True
03,178,4,16,4,0.9,1143,94,7,3,True
03,178,8,4,4,0.8,24,3,0,0,False
03,178,8,4,4,0.85,24,3,0,0,False
03,178,8,4,4,0.9,24,3,0,0,False
03,178,8,8,4,0.8,24,3,0,0,False
03,178,8,8,4,0.85,24,3,0,0,False
03,178,8,8,4,0.9,24,3,0,0,False
03,178,8,16,4,0.8,24,3,0,0,False
03,178,8,16,4,0.85,24,3,0,0,False
03,178,8,16,4,0.9,24,3,0,0,False
03,178,16,4,4,0.8,0,0,0,0,False
03,178,16,4,4,0.85,0,0,0,0,False
03,178,16,4,4,0.9,0,0,0,0,False
03,178,16,8,4,0.8,0,0,0,0,False
03,178,16,8,4,0.85,0,0,0,0,False
03,178,16,8,4,0.9,0,0,0,0,False
03,178,16,16,4,0.8,0,0,0,0,False
03,178,16,16,4,0.85,0,0,0,0,False
03,178,16,16,4,0.9,0,0,0,0,False
03,161,4,4,4,0.8,1409,63,11,2,True
03,161,4,4,4,0.85,1409,63,11,2,True
03,161,4,4,4,0.9,1409,63,11,2,True
03,161,4,8,4,0.8,1409,63,11,2,True
03,161,4,8,4,0.85,1409,63,11,2,True
03,161,4,8,4,0.9,1409,63,11,2,True
03,161,4,16,4,0.8,1409,63,11,2,True
03,161,4,16,4,0.85,1409,63,11,2,True
03,161,4,16,4,0.9,1409,63,11,2,True
03,161,8,4,4,0.8,226,3,1,1,False
03,161,8,4,4,0.85,226,3,1,1,False
03,161,8,4,4,0.9,226,3,1,1,False
03,161,8,8,4,0.8,226,3,1,1,False
03,161,8,8,4,0.85,226,3,1,1,False
03,161,8,8,4,0.9,226,3,1,1,False
03,161,8,16,4,0.8,226,3,1,1,False
03,161,8,16,4,0.85,226,3,1,1,False
03,161,8,16,4,0.9,226,3,1,1,False
03,161,16,4,4,0.8,13,1,1,1,False
03,161,16,4,4,0.85,13,1,1,1,False
03,161,16,4,4,0.9,13,1,1,1,False
03,161,16,8,4,0.8,13,1,1,1,False
03,161,16,8,4,0.85,13,1,1,1,False
03,161,16,8,4,0.9,13,1,1,1,False
03,161,16,16,4,0.8,13,1,0,0,False
03,161,16,16,4,0.85,13,1,0,0,False
03,161,16,16,4,0.9,13,1,0,0,False
03,174,4,4,4,0.8,509,47,4,1,False
03,174,4,4,4,0.85,509,47,4,1,False
03,174,4,4,4,0.9,509,47,4,1,False
03,174,4,8,4,0.8,509,47,4,1,False
03,174,4,8,4,0.85,509,47,4,1,False
03,174,4,8,4,0.9,509,47,4,1,False
03,174,4,16,4,0.8,509,47,4,1,False
03,174,4,16,4,0.85,509,47,4,1,False
03,174,4,16,4,0.9,509,47,4,1,False
03,174,8,4,4,0.8,25,2,0,0,False
03,174,8,4,4,0.85,25,2,0,0,False
03,174,8,4,4,0.9,25,2,0,0,False
03,174,8,8,4,0.8,25,2,0,0,False
03,174,8,8,4,0.85,25,2,0,0,False
03,174,8,8,4,0.9,25,2,0,0,False
03,174,8,16,4,0.8,25,2,0,0,False
03,174,8,16,4,0.85,25,2,0,0,False
03,174,8,16,4,0.9,25,2,0,0,False
03,174,16,4,4,0.8,0,0,0,0,False
03,174,16,4,4,0.85,0,0,0,0,False
03,174,16,4,4,0.9,0,0,0,0,False
03,174,16,8,4,0.8,0,0,0,0,False
03,174,16,8,4,0.85,0,0,0,0,False
03,174,16,8,4,0.9,0,0,0,0,False
03,174,16,16,4,0.8,0,0,0,0,False
03,174,16,16,4,0.85,0,0,0,0,False
03,174,16,16,4,0.9,0,0,0,0,False
03,5,4,4,4,0.8,244,23,2,1,False
03,5,4,4,4,0.85,244,23,2,1,False
03,5,4,4,4,0.9,244,23,2,1,False
03,5,4,8,4,0.8,244,23,2,1,False
03,5,4,8,4,0.85,244,23,2,1,False
03,5,4,8,4,0.9,244,23,2,1,False
03,5,4,16,4,0.8,244,23,2,1,False
03,5,4,16,4,0.85,244,23,2,1,False
03,5,4,16,4,0.9,244,23,2,1,False
03,5,8,4,4,0.8,11,1,0,0,False
03,5,8,4,4,0.85,11,1,0,0,False
03,5,8,4,4,0.9,11,1,0,0,False
03,5,8,8,4,0.8,11,1,0,0,False
03,5,8,8,4,0.85,11,1,0,0,False
03,5,8,8,4,0.9,11,1,0,0,False
03,5,8,16,4,0.8,11,1,0,0,False
03,5,8,16,4,0.85,11,1,0,0,False
03,5,8,16,4,0.9,11,1,0,0,False
03,5,16,4,4,0.8,0,0,0,0,False
03,5,16,4,4,0.85,0,0,0,0,False
03,5,16,4,4,0.9,0,0,0,0,False
03,5,16,8,4,0.8,0,0,0,0,False
03,5,16,8,4,0.85,0,0,0,0,False
03,5,16,8,4,0.9,0,0,0,0,False
03,5,16,16,4,0.8,0,0,0,0,False
03,5,16,16,4,0.85,0,0,0,0,False
