candidate,matrix_id,kind,relation,source_lineage,target_lineage,generation,h,comparison_complete
02,11,strict,stranger,10,24,5,0.44927428012267284,True
02,11,strict,stranger,10,24,6,0.14707155534394836,True
02,11,strict,stranger,10,24,7,0.050462658135174525,True
02,11,strict,stranger,10,24,8,0.004820410797487016,True
02,11,strict,stranger,10,28,1,0.0,True
02,11,strict,stranger,10,28,2,0.5244851302028566,True
02,11,strict,stranger,10,28,3,0.9113345052891285,True
02,11,strict,stranger,10,28,4,0.8471128072607025,True
02,11,strict,stranger,10,28,5,0.8302265189380182,True
02,11,strict,stranger,10,28,6,0.34700334641571734,True
02,11,strict,stranger,10,28,7,0.4907506464812493,True
02,11,strict,stranger,10,28,8,0.2948309470803936,True
02,11,strict,stranger,10,31,1,0.004193282709430987,True
02,11,strict,stranger,10,31,2,0.11621963530966975,True
02,11,strict,stranger,10,31,3,0.5662916723617417,True
02,11,strict,stranger,10,31,4,0.5665695151042455,True
02,11,strict,stranger,10,31,5,0.3981387857941288,True
02,11,strict,stranger,10,31,6,0.3178542458730997,True
02,11,strict,stranger,10,31,7,0.9002651405913269,True
02,11,strict,stranger,10,31,8,0.9329415225799412,True
02,11,strict,stranger,10,50,1,0.0025672777572070525,True
02,11,strict,stranger,10,50,2,0.12649261138429468,True
02,11,strict,stranger,10,50,3,0.5111426641013015,True
02,11,strict,stranger,10,50,4,0.37474271008977894,True
02,11,strict,stranger,10,50,5,0.8182801908083974,True
02,11,strict,stranger,10,50,6,0.768142963504621,True
02,11,strict,stranger,10,50,7,0.5871517497388593,True
02,11,strict,stranger,10,50,8,0.6335431221855209,True
02,11,strict,stranger,10,56,1,0.0,True
02,11,strict,stranger,10,56,2,0.1186762707134614,True
02,11,strict,stranger,10,56,3,0.817432462584323,True
02,11,strict,stranger,10,56,4,0.9072763443680246,True
02,11,strict,stranger,10,56,5,0.6165103720339907,True
02,11,strict,stranger,10,56,6,0.1529974566330534,True
02,11,strict,stranger,10,56,7,0.051393536614651236,True
02,11,strict,stranger,10,56,8,0.022574264507171624,True
02,11,strict,stranger,10,57,1,0.002598779276249933,True
02,11,strict,stranger,10,57,2,0.12374229463711424,True
02,11,strict,stranger,10,57,3,0.7914410594016825,True
02,11,strict,stranger,10,57,4,0.8606761016052803,True
02,11,strict,stranger,10,57,5,0.6371739541431947,True
02,11,strict,stranger,10,57,6,0.14949759268293003,True
02,11,strict,stranger,10,57,7,0.04169880646153413,True
02,11,strict,stranger,10,57,8,0.011159589941705617,True
02,11,strict,stranger,10,73,1,0.0016375584884928782,True
02,11,strict,stranger,10,73,2,0.1137894918066746,True
02,11,strict,stranger,10,73,3,0.6431456783935998,True
02,11,strict,stranger,10,73,4,0.495558504409436,True
02,11,strict,stranger,10,73,5,0.8403387096701777,True
02,11,strict,stranger,10,73,6,0.9761484322014203,True
02,11,strict,stranger,10,73,7,0.97343526896034,True
02,11,strict,stranger,10,73,8,0.9515204526941369,True
02,11,strict,stranger,10,82,1,0.0019910050478174246,True
02,11,strict,stranger,10,82,2,0.051863925492934594,True
02,11,strict,stranger,10,82,3,0.27754052044751765,True
02,11,strict,stranger,10,82,4,0.788160573707598,True
02,11,strict,stranger,10,82,5,0.47652848297354294,True
02,11,strict,stranger,10,82,6,0.05954131395280835,True
02,11,strict,stranger,10,82,7,0.010128172791018675,True
02,11,strict,stranger,10,82,8,0.058968236959854745,True
02,11,strict,stranger,10,84,1,0.07946602271168873,True
02,11,strict,stranger,10,84,2,0.6266322419865522,True
02,11,strict,stranger,10,84,3,0.8755542207222017,True
02,11,strict,stranger,10,84,4,0.6753754794346553,True
02,11,strict,stranger,10,84,5,0.601929265428846,True
02,11,strict,stranger,10,84,6,0.1829851215596707,True
02,11,strict,stranger,10,84,7,0.054205590111248196,True
