candidate,matrix_id,kind,episodes,bank_complete,within_n,cross_n,within_median,cross_median,median_gap,auc,identity_accuracy,literal_range_overlap,literal_cross_inside_within_range
03,38,strict,20,True,20,380,0.9883966294526005,0.9838180338377074,0.004578595614893155,0.6801315789473683,0.2,True,0.9421052631578948
03,38,f12,20,True,20,380,0.8220753047878695,0.3073053190482536,0.514769985739616,0.9086842105263158,0.5,True,0.45
03,1,strict,20,True,20,380,0.9888976039070878,0.9853255566221522,0.0035720472849356533,0.6482894736842105,0.1,True,0.7842105263157895
03,1,f12,20,True,20,380,0.8538678141405636,0.2624671543384256,0.591400659802138,0.916578947368421,0.65,True,0.24473684210526317
03,43,strict,9,False,9,72,0.9743011862011469,0.9620600818786096,0.012241104322537333,0.8425925925925926,0.4444444444444444,True,0.375
03,43,f12,20,True,20,380,0.8001786958781296,0.49617186083993225,0.30400683503819736,0.8178947368421052,0.3,True,0.7
03,18,strict,13,False,13,156,0.9795342046625023,0.9710309971873765,0.008503207475125785,0.7051282051282051,0.3076923076923077,True,0.7051282051282052
03,18,f12,20,True,20,380,0.8578933563332176,0.660478482382207,0.19741487395101065,0.8477631578947369,0.4,True,0.48947368421052634
03,64,strict,17,False,17,272,0.9767212819159132,0.9589934400688691,0.017727841847044123,0.8047145328719724,0.29411764705882354,True,0.41911764705882354
03,64,f12,20,True,20,380,0.8570289760674956,0.5531047481289251,0.30392422793857055,0.8739473684210527,0.45,True,0.42105263157894735
03,72,strict,20,True,20,380,0.9815337661755101,0.9385657689780219,0.04296799719748823,0.8438157894736842,0.4,True,0.4342105263157895
03,72,f12,20,True,20,380,0.8820292827174561,0.5629914347994815,0.3190378479179745,0.906578947368421,0.65,True,0.5210526315789473
03,178,strict,7,False,7,42,0.9820228190908068,0.04040089215471236,0.9416219269360945,0.8775510204081634,0.42857142857142855,True,0.23809523809523808
03,178,f12,20,True,20,380,0.8484278483913984,0.5535865692220713,0.2948412791693271,0.9161842105263158,0.75,True,0.19210526315789472
03,161,strict,20,True,20,380,0.9846386150878144,0.9787657662236302,0.005872848864184155,0.6856578947368421,0.4,True,0.6342105263157894
03,161,f12,20,True,20,380,0.8547171650972787,0.44666082540873725,0.40805633968854144,0.9036842105263159,0.55,True,0.3157894736842105
03,174,strict,15,False,15,210,0.979320371331027,0.9688344777522953,0.010485893578731753,0.788888888888889,0.3333333333333333,True,0.4238095238095238
