cell,candidate,branch_half,matrix_id,mean_state_spearman,slope_numerator,slope_denominator,states
c02_B,02,B,57,0.41008985795432479,0.084104597363095224,0.090283839187658393,5
c02_B,02,B,58,-0.13187712070559462,0.0008032361062547521,0.033006974713143712,5
c02_B,02,B,59,-0.0087899926830106497,0.0036543115206369688,0.082652344186791307,5
c02_B,02,B,60,0.26039986850504449,0.076468773320257408,0.088191568658872066,5
c02_B,02,B,61,0.3585791783226574,0.049618919563862288,0.043261963200902413,5
c02_B,02,B,62,-0.087037253168772297,0.0040071097979258712,0.031830666384849382,5
c02_B,02,B,63,0.42342445122785255,0.031129647373473408,0.054488168691630499,5
c02_B,02,B,64,0.52292210030126218,0.19340931173226816,0.1714833256559988,5
c02_B,02,B,65,0.45616311370074925,0.1250090856900582,0.17106414001402423,5
c02_B,02,B,66,0.12721592927458356,0.03511192054088029,0.078065501330730119,5
c02_B,02,B,67,0.22261313161495391,0.023356795406129387,0.012818562527144917,5
c02_B,02,B,68,0.2548445982747588,0.077799269046406189,0.068490981710161408,5
c02_B,02,B,69,0.49501561601179966,0.059284189949280794,0.062549035578413625,5
c02_B,02,B,70,0.31586916629216355,0.11939280561741716,0.15361811608846332,5
c02_B,02,B,71,-0.052713998886947319,-0.010191481629405096,0.044932368417420133,5
c02_B,02,B,72,0.16182868823102872,0.062132170025314265,0.18565174359862419,5
c02_B,02,B,73,0.078384862192129756,0.04719153714738724,0.024039694164089163,5
c02_B,02,B,74,0.15441787650848618,0.03024522488299386,0.045342569264563121,5
c02_B,02,B,75,0.12283581821511773,0.012870162853375737,0.026526023414973426,5
c02_B,02,B,76,0,0,6.4019930097960884e-06,5
c02_B,02,B,77,0.25228950111679416,0.024560707000659134,0.023875195009073948,5
c02_B,02,B,78,0.20728201789091094,0.065828190425100255,0.08210695564494562,5
c02_B,02,B,79,-0.15534535264397659,0.0024053431844029399,0.016923465860783096,5
c02_B,02,B,80,0.17251747526327765,0.025754663635860424,0.061403932159313848,5
c02_B,02,B,81,0,0,0.00037014176938049155,5
c02_B,02,B,82,0.40834630224036478,0.11522061140375588,0.090600034274557428,5
c02_B,02,B,83,0.38303904006859713,0.18365271521608265,0.15899744695380666,5
c02_B,02,B,84,0.15039794750994284,0.0008049375710247747,0.017833002746974438,5
c02_B,02,B,85,0.3746626246548791,0.073875403406452642,0.093337361784848305,5
c02_B,02,B,86,0.45028391186880024,0.05137652573473879,0.033450361138864654,5
c02_B,02,B,87,0.19059198173693798,0.099923750768344893,0.21298286337825775,5
c02_B,02,B,88,0.29237140873765877,0.017874804222107705,0.018958610734405308,5
c02_B,02,B,89,0.27618186863379235,0.071848274124340111,0.057229128916279431,5
c02_B,02,B,90,0.46660686074085511,0.076551689007416851,0.095944500278959011,5
c02_B,02,B,91,-0.26509224690432109,-0.010373586632818087,0.085964572637825046,5
c02_B,02,B,92,0.45906538024752042,0.10672418635577124,0.067772290292728493,5
c02_B,02,B,93,0.27988896244476175,0.0058805287211894028,0.0098711206924702484,5
c02_B,02,B,94,-0.078558440484957276,-5.7596041373973565e-05,0.0013565133935633565,5
c02_B,02,B,95,0.34312288530471668,0.010475569812331449,0.016763003340416378,5
c02_B,02,B,96,0.25814947832250723,0.0033247498741701903,0.017466289141812884,5
c02_B,02,B,97,0,0,3.6491623469122087e-05,5
c02_B,02,B,98,0.46312491342642231,0.13606848040332892,0.050322727399390019,5
c02_B,02,B,99,0.17692669983140807,0.02760691266084336,0.045802835434855783,5
c02_B,02,B,100,0.39842935257200951,0.09518124736449203,0.067430928806398394,5
c02_B,02,B,101,0.36891766974834406,0.1378466930784529,0.17468846946545646,5
c02_B,02,B,102,0.45329311805394223,0.073858369975691826,0.034542663336318745,5
c02_B,02,B,103,0.31612105641496724,0.096128668712325158,0.076544723699905018,5
c02_B,02,B,104,0.10608525914393178,0.0097307950936863924,0.020810624568340767,5
c02_B,02,B,105,0.36896784676159777,0.069682586795130175,0.094809234374020709,5
c02_B,02,B,106,0.18427536177520196,0.078462613674174203,0.036506184747974561,5
c02_B,02,B,107,0.47021671107616292,0.038186965845371491,0.047207752733437039,5
c02_B,02,B,108,0.48277935271466144,0.12194581345959374,0.08479468679837901,5
c02_B,02,B,109,0.20193640244786931,0.062676429070826739,0.078183980769924069,5
c02_B,02,B,110,0.15447113636679852,0.015628323207638815,0.016822448174916009,5
c02_B,02,B,111,0.59624901274856623,0.12519118941962026,0.1455178712009077,5
c02_B,02,B,112,0.28443694397486363,0.17970923743227293,0.19135093356464328,5
c02_B,02,B,113,0.57747605801943536,0.14029338862828705,0.10629542065286909,5
c02_B,02,B,114,0.060323239375020724,-0.0072911389841596452,0.073449996174197729,5
c02_B,02,B,115,0.28680151662984632,0.14144576565480743,0.095985310707042248,5
c02_B,02,B,116,-0.12674962361940562,-0.00052416346638764445,0.012761762439573877,5
c02_B,02,B,117,0.49342681827398616,0.03500124862659585,0.029124511561013644,5
c02_B,02,B,118,0.40819381464140775,0.030552254758372661,0.047799212053739479,5
c02_B,02,B,119,0.31118679697694829,0.1392236433543404,0.1179466844209353,5
c02_B,02,B,120,-0.090405630492483097,0.00086223313901189749,0.0075303002587890572,5
c02_B,02,B,121,0.40690795060541013,0.044266188082782487,0.03706219547887684,5
c02_B,02,B,122,0.68878879193118869,0.18253379626040064,0.13420392593344979,5
c02_B,02,B,123,0.23592243547229602,0.033973782017806514,0.030219011200830256,5
c02_B,02,B,124,0.0075190897663249935,0.0029702103503112835,0.022138842475075041,5
c02_B,02,B,125,0.30733216109024342,-0.00035751351566336629,0.02516352164955931,5
