state_id,candidate,matrix_id,landmark,mass,occupied_types,previous_growth_steps,cumulative_growth_steps,prediction_Q00,q_all_Q00,q_half_A_Q00,q_half_B_Q00,prediction_Q20,q_all_Q20,q_half_A_Q20,q_half_B_Q20,prediction_Q40,q_all_Q40,q_half_A_Q40,q_half_B_Q40,prediction_Q60,q_all_Q60,q_half_A_Q60,q_half_B_Q60,prediction_Q80,q_all_Q80,q_half_A_Q80,q_half_B_Q80,prediction_Q100,q_all_Q100,q_half_A_Q100,q_half_B_Q100
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m150-g035,03,150,35,41,27,24,1745,0.5696670583235182,0.4375,0.40625,0.46875,0.7867184728450198,0.8125,0.875,0.75,0.7905734411419,0.75,0.75,0.75,0.7936133050325308,0.71875,0.75,0.6875,0.7971129172524967,0.703125,0.6875,0.71875,0.8234713947955704,0.671875,0.78125,0.5625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m150-g050,03,150,50,44,23,64,2387,0.5886755740370503,0.46875,0.40625,0.53125,0.7595892355389267,0.71875,0.78125,0.65625,0.7629979532454639,0.671875,0.71875,0.625,0.765969760418008,0.65625,0.71875,0.59375,0.7698556256485003,0.640625,0.71875,0.5625,0.8124584365000959,0.765625,0.78125,0.75
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m150-g065,03,150,65,39,25,65,3160,0.5845034464967475,0.359375,0.28125,0.4375,0.7853401956170892,0.65625,0.75,0.5625,0.793340056370601,0.53125,0.4375,0.625,0.7964564069531147,0.609375,0.75,0.46875,0.803381426936356,0.59375,0.59375,0.59375,0.8200160684561354,0.5,0.46875,0.53125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m150-g080,03,150,80,36,13,15,3778,0.2620662815270811,0.203125,0.25,0.15625,0.37203769599193626,0.359375,0.25,0.46875,0.37870496885587046,0.40625,0.4375,0.375,0.38524616595429156,0.328125,0.3125,0.34375,0.3961592263122777,0.28125,0.125,0.4375,0.44082775032794225,0.40625,0.46875,0.34375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m151-g020,02,151,20,40,19,38,972,0.4941641689241297,0.234375,0.28125,0.1875,0.5411696340342752,0.203125,0.21875,0.1875,0.5493464357332241,0.265625,0.25,0.28125,0.5548017293984381,0.328125,0.375,0.28125,0.5611557291599842,0.359375,0.28125,0.4375,0.5891754798327629,0.25,0.25,0.25
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m151-g035,02,151,35,40,20,24,1748,0.4208408184921914,0.28125,0.1875,0.375,0.4570410142998768,0.25,0.25,0.25,0.4666559862667768,0.296875,0.3125,0.28125,0.4753657673596055,0.1875,0.21875,0.15625,0.4848914669339026,0.28125,0.28125,0.28125,0.5110846891880596,0.234375,0.25,0.21875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m151-g050,02,151,50,40,15,66,2468,0.3355007268582333,0.28125,0.28125,0.28125,0.39514165801475826,0.484375,0.5,0.46875,0.4037454251277854,0.5,0.34375,0.65625,0.41177842839782547,0.484375,0.375,0.59375,0.4241895750362862,0.4375,0.4375,0.4375,0.44299649120066464,0.46875,0.53125,0.40625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m151-g065,02,151,65,40,17,56,3125,0.42129749803517286,0.359375,0.34375,0.375,0.47488293686551636,0.625,0.5625,0.6875,0.483107769603635,0.546875,0.5,0.59375,0.4910992709063031,0.609375,0.53125,0.6875,0.49889619852732714,0.6875,0.75,0.625,0.5273124688666831,0.640625,0.65625,0.625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m151-g080,02,151,80,40,19,86,3868,0.3909988737100577,0.40625,0.34375,0.46875,0.4329622189105056,0.59375,0.65625,0.53125,0.43959778923283854,0.453125,0.5,0.40625,0.44525054879870396,0.265625,0.28125,0.25,0.45204078317774465,0.53125,0.40625,0.65625,0.4714518951479958,0.46875,0.46875,0.46875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m151-g020,03,151,20,42,14,29,827,0.3578994171681738,0.359375,0.28125,0.4375,0.39816457576665915,0.296875,0.3125,0.28125,0.4036933761093127,0.359375,0.5,0.21875,0.41060777006879035,0.296875,0.375,0.21875,0.42802447160188173,0.328125,0.3125,0.34375,0.49307669320244973,0.4375,0.46875,0.40625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m151-g035,03,151,35,41,21,72,1434,0.6308693468652455,0.390625,0.375,0.40625,0.6634386578198253,0.5625,0.53125,0.59375,0.668345303550562,0.59375,0.6875,0.5,0.6727645021771886,0.5625,0.5625,0.5625,0.6776994695976621,0.53125,0.5,0.5625,0.6964934998168811,0.65625,0.6875,0.625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m151-g050,03,151,50,44,25,44,2123,0.6077739542580687,0.59375,0.59375,0.59375,0.6644302154584275,0.578125,0.625,0.53125,0.673577012566654,0.59375,0.625,0.5625,0.6765430548523105,0.53125,0.46875,0.59375,0.6798792646784141,0.546875,0.6875,0.40625,0.697037478944393,0.65625,0.65625,0.65625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m151-g065,03,151,65,43,26,35,2862,0.6775723715014061,0.484375,0.46875,0.5,0.7153763306430309,0.53125,0.5625,0.5,0.7190585327887609,0.609375,0.71875,0.5,0.7222896322172039,0.59375,0.625,0.5625,0.7286546393184227,0.59375,0.625,0.5625,0.7821025038503487,0.71875,0.65625,0.78125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m151-g080,03,151,80,39,11,24,3432,0.25772324022171106,0.203125,0.21875,0.1875,0.33578627357728197,0.328125,0.375,0.28125,0.34364308458436477,0.359375,0.375,0.34375,0.36135646967669355,0.28125,0.28125,0.28125,0.36983855053398507,0.3125,0.28125,0.34375,0.42248676538488034,0.4375,0.375,0.5
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m152-g020,02,152,20,40,25,70,1136,0.5860754755010873,0.71875,0.71875,0.71875,0.624845807443583,0.703125,0.71875,0.6875,0.6303647227883662,0.6875,0.6875,0.6875,0.6339673171047706,0.71875,0.6875,0.75,0.6391607516109967,0.75,0.6875,0.8125,0.6703359086425873,0.8125,0.84375,0.78125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m152-g035,02,152,35,40,16,56,2091,0.34725105373378923,0.625,0.59375,0.65625,0.3883633691899965,0.640625,0.6875,0.59375,0.3995445115702679,0.53125,0.5625,0.5,0.40884082459801735,0.421875,0.375,0.46875,0.4157573293045632,0.5625,0.59375,0.53125,0.4576194203021081,0.578125,0.53125,0.625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m152-g050,02,152,50,40,21,48,2912,0.5447223048496012,0.625,0.6875,0.5625,0.5834232537018572,0.625,0.625,0.625,0.590701748403626,0.5625,0.53125,0.59375,0.5970999717647129,0.640625,0.65625,0.625,0.6045631974521791,0.65625,0.59375,0.71875,0.625172168693776,0.625,0.6875,0.5625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m152-g065,02,152,65,40,20,65,3752,0.57321237190846,0.765625,0.6875,0.84375,0.6482250848747043,0.828125,0.875,0.78125,0.6561248848254543,0.875,0.84375,0.90625,0.6625823765323835,0.75,0.75,0.75,0.6698808796171446,0.78125,0.8125,0.75,0.6830310944979172,0.734375,0.71875,0.75
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m152-g080,02,152,80,40,25,100,4855,0.730565837996506,0.734375,0.6875,0.78125,0.7636784155292012,0.75,0.65625,0.84375,0.7770878381819629,0.90625,0.9375,0.875,0.7827530112597273,0.765625,0.8125,0.71875,0.7875448706963472,0.78125,0.8125,0.75,0.8185359584997154,0.828125,0.875,0.78125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m152-g020,03,152,20,40,27,88,1049,0.7915216471149098,0.765625,0.78125,0.75,0.8386231302528142,0.828125,0.84375,0.8125,0.8416786107187177,0.890625,0.90625,0.875,0.8435016877093275,0.828125,0.84375,0.8125,0.8454659104010176,0.890625,0.9375,0.84375,0.8550090333511355,0.796875,0.78125,0.8125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m152-g035,03,152,35,41,24,69,1915,0.7710249324328299,0.671875,0.65625,0.6875,0.7881220239833603,0.640625,0.6875,0.59375,0.7914732650351844,0.765625,0.71875,0.8125,0.7942281361706149,0.640625,0.75,0.53125,0.7987749368058086,0.65625,0.625,0.6875,0.8501303012532468,0.796875,0.84375,0.75
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m152-g050,03,152,50,36,22,48,2598,0.6737694690861248,0.390625,0.34375,0.4375,0.7171691141462979,0.640625,0.59375,0.6875,0.7214658698159172,0.75,0.625,0.875,0.7248701132187318,0.71875,0.65625,0.78125,0.7298508161780997,0.6875,0.71875,0.65625,0.7555228826152185,0.78125,0.71875,0.84375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m152-g065,03,152,65,45,26,51,3352,0.6203538372630985,0.71875,0.6875,0.75,0.6482933822939161,0.6875,0.71875,0.65625,0.6529404944309891,0.6875,0.75,0.625,0.657512847420707,0.71875,0.65625,0.78125,0.665293159546682,0.546875,0.625,0.46875,0.7184571869479902,0.6875,0.65625,0.71875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m152-g080,03,152,80,34,21,40,4038,0.7286696823794402,0.78125,0.8125,0.75,0.7606774759950181,0.65625,0.71875,0.59375,0.7651760209690691,0.71875,0.71875,0.71875,0.7690677106850065,0.6875,0.71875,0.65625,0.7734895262591998,0.75,0.6875,0.8125,0.7894161942560715,0.734375,0.6875,0.78125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m153-g020,02,153,20,40,25,52,828,0.3456884356509661,0.25,0.21875,0.28125,0.45805393627211854,0.328125,0.28125,0.375,0.4655282869624274,0.390625,0.28125,0.5,0.4710563750864163,0.46875,0.375,0.5625,0.47841879551580885,0.484375,0.46875,0.5,0.5696167024634992,0.5625,0.53125,0.59375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m153-g035,02,153,35,40,16,64,1497,0.21696521796197704,0.171875,0.125,0.21875,0.3101721058073464,0.203125,0.25,0.15625,0.31808355540504585,0.328125,0.3125,0.34375,0.32567911879129313,0.21875,0.21875,0.21875,0.3312015160045713,0.109375,0.09375,0.125,0.3543710919159167,0.234375,0.21875,0.25
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m153-g050,02,153,50,40,23,33,2086,0.3534402095690345,0.453125,0.4375,0.46875,0.532887712441865,0.5625,0.46875,0.65625,0.5403430449962302,0.578125,0.46875,0.6875,0.5466737912232014,0.65625,0.65625,0.65625,0.5529256285071885,0.765625,0.75,0.78125,0.5754611520646289,0.671875,0.65625,0.6875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m153-g065,02,153,65,40,18,125,2862,0.2749025203683535,0.125,0.09375,0.15625,0.5017293916605917,0.34375,0.3125,0.375,0.5105590715165255,0.234375,0.25,0.21875,0.5194793503244878,0.375,0.46875,0.28125,0.5267649366098844,0.359375,0.40625,0.3125,0.5665323241332506,0.59375,0.5625,0.625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m153-g080,02,153,80,40,17,39,3598,0.15340600820387226,0.40625,0.34375,0.46875,0.22110120527145513,0.484375,0.5625,0.40625,0.2279345032995185,0.46875,0.59375,0.34375,0.23368331049110938,0.5,0.46875,0.53125,0.23987560913938438,0.609375,0.59375,0.625,0.4179453199191544,0.75,0.78125,0.71875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m153-g020,03,153,20,36,12,21,528,0.07779848418499766,0.296875,0.28125,0.3125,0.13274395378397458,0.265625,0.15625,0.375,0.13746315621918534,0.265625,0.3125,0.21875,0.14169014295492258,0.234375,0.28125,0.1875,0.1510256271214415,0.203125,0.1875,0.21875,0.27218303977480457,0.390625,0.34375,0.4375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m153-g035,03,153,35,35,12,55,1129,0.07540194342594328,0.296875,0.28125,0.3125,0.16137886338110796,0.3125,0.34375,0.28125,0.1671394276073707,0.328125,0.28125,0.375,0.1730106750375194,0.28125,0.21875,0.34375,0.17944761011904153,0.296875,0.375,0.21875,0.2462175787782618,0.359375,0.25,0.46875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m153-g050,03,153,50,35,17,39,1609,0.20531163269496422,0.46875,0.46875,0.46875,0.28345441213480255,0.34375,0.34375,0.34375,0.28972378813100513,0.40625,0.40625,0.40625,0.29824496106947246,0.484375,0.5,0.46875,0.30514499000518364,0.390625,0.4375,0.34375,0.5168206110643033,0.578125,0.46875,0.6875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m153-g065,03,153,65,38,23,45,2140,0.30409440160492207,0.1875,0.25,0.125,0.36330092708976547,0.375,0.25,0.5,0.37032466879536335,0.375,0.46875,0.28125,0.37551657001875527,0.28125,0.28125,0.28125,0.3842336227325568,0.46875,0.40625,0.53125,0.6276059503531743,0.53125,0.53125,0.53125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m153-g080,03,153,80,37,20,44,2595,0.175876602540087,0.40625,0.40625,0.40625,0.2664384872503976,0.28125,0.28125,0.28125,0.27352972911560525,0.21875,0.21875,0.21875,0.2805186707311955,0.34375,0.375,0.3125,0.28728659454774225,0.234375,0.25,0.21875,0.5077582459851563,0.59375,0.6875,0.5
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m154-g020,02,154,20,40,14,15,587,0.07987331962193397,0.015625,0.0,0.03125,0.09657986723245307,0.0,0.0,0.0,0.10039232888028632,0.0,0.0,0.0,0.10441472339350291,0.0,0.0,0.0,0.10999827408335894,0.0,0.0,0.0,0.15034398382623337,0.0,0.0,0.0
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m154-g035,02,154,35,40,8,30,966,0.01747851684709145,0.0,0.0,0.0,0.023179668425784804,0.0,0.0,0.0,0.024938066903022832,0.0,0.0,0.0,0.027241251449351998,0.0,0.0,0.0,0.028613027337891703,0.0,0.0,0.0,0.03437355017155035,0.0,0.0,0.0
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m154-g050,02,154,50,40,6,48,1453,0.009512852834118873,0.0,0.0,0.0,0.01518661091304021,0.0,0.0,0.0,0.01594590277962315,0.0,0.0,0.0,0.016452516228101798,0.0,0.0,0.0,0.018923540828036788,0.0,0.0,0.0,0.02146882773546235,0.0,0.0,0.0
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m154-g065,02,154,65,40,12,26,1789,0.0320973438402737,0.0,0.0,0.0,0.05227230070970264,0.0,0.0,0.0,0.05472574164120869,0.0,0.0,0.0,0.056840222917819164,0.0,0.0,0.0,0.05815815429095215,0.0,0.0,0.0,0.06391987814813076,0.0,0.0,0.0
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m154-g080,02,154,80,40,11,40,2224,0.02164446046392743,0.0,0.0,0.0,0.029862249310917723,0.0,0.0,0.0,0.031049295605102223,0.0,0.0,0.0,0.03245770287746377,0.0,0.0,0.0,0.03348055164009902,0.0,0.0,0.0,0.036595900284378424,0.0,0.0,0.0
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m154-g020,03,154,20,43,9,30,456,0.02023751299683384,0.0,0.0,0.0,0.026335369488381548,0.015625,0.03125,0.0,0.027126432358745827,0.015625,0.03125,0.0,0.028602284015656745,0.0,0.0,0.0,0.03083894367882223,0.0,0.0,0.0,0.03439940553846647,0.0,0.0,0.0
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m154-g035,03,154,35,45,18,24,813,0.13637160355749794,0.0,0.0,0.0,0.17741575966262774,0.0,0.0,0.0,0.18154338533993244,0.0,0.0,0.0,0.18474838947824468,0.0,0.0,0.0,0.19043280990983982,0.0,0.0,0.0,0.21000286863809572,0.0,0.0,0.0
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m154-g050,03,154,50,41,10,16,1149,0.04618824715232959,0.0,0.0,0.0,0.06259291521761241,0.015625,0.0,0.03125,0.07104398240533606,0.0,0.0,0.0,0.07283816088285748,0.0,0.0,0.0,0.0741737962920597,0.0,0.0,0.0,0.08210116801382866,0.0,0.0,0.0
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m154-g065,03,154,65,43,15,29,1442,0.03438729533147049,0.0,0.0,0.0,0.04401169124480167,0.015625,0.03125,0.0,0.04544882989013498,0.0,0.0,0.0,0.0467371603141656,0.0,0.0,0.0,0.04856297473360761,0.0,0.0,0.0,0.054862285521888356,0.0,0.0,0.0
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m154-g080,03,154,80,36,13,28,1762,0.03169671082976519,0.03125,0.03125,0.03125,0.038956194262516765,0.0,0.0,0.0,0.039915276837790184,0.0,0.0,0.0,0.040919212615907356,0.0,0.0,0.0,0.042351931155979,0.0,0.0,0.0,0.04850428112437722,0.0,0.0,0.0
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m155-g020,02,155,20,40,24,72,987,0.43713782688335473,0.390625,0.46875,0.3125,0.5615574511749031,0.828125,0.84375,0.8125,0.5682303828782125,0.890625,0.9375,0.84375,0.5729659087019727,0.921875,0.9375,0.90625,0.5772935689076182,0.890625,0.90625,0.875,0.5995099929533413,0.765625,0.90625,0.625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m155-g035,02,155,35,40,18,31,1759,0.4672481419775766,0.4375,0.40625,0.46875,0.5337103608117587,0.53125,0.4375,0.625,0.5413373530747789,0.421875,0.40625,0.4375,0.5483729853003007,0.515625,0.53125,0.5,0.5584932985757952,0.359375,0.3125,0.40625,0.6265941642662586,0.609375,0.53125,0.6875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m155-g050,02,155,50,40,15,53,2477,0.4465319417623724,0.53125,0.5,0.5625,0.5228043104957307,0.65625,0.71875,0.59375,0.5308296390739652,0.65625,0.59375,0.71875,0.5397797898865433,0.609375,0.6875,0.53125,0.547643789254893,0.671875,0.71875,0.625,0.5631330313446146,0.6875,0.75,0.625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m155-g065,02,155,65,40,14,38,3279,0.35236184688624966,0.265625,0.3125,0.21875,0.4190938823147384,0.328125,0.3125,0.34375,0.4273757742934289,0.1875,0.3125,0.0625,0.4363899631349225,0.28125,0.34375,0.21875,0.44729084080661613,0.203125,0.21875,0.1875,0.47685911261959024,0.25,0.28125,0.21875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m155-g080,02,155,80,40,15,75,4007,0.2765391106477299,0.171875,0.21875,0.125,0.3265196413389488,0.265625,0.3125,0.21875,0.33644201844623994,0.203125,0.1875,0.21875,0.34372158017357834,0.3125,0.3125,0.3125,0.3549898865911803,0.28125,0.375,0.1875,0.4070176883183403,0.34375,0.40625,0.28125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m155-g020,03,155,20,44,20,86,852,0.41700976428115155,0.625,0.65625,0.59375,0.5533843153340738,0.796875,0.84375,0.75,0.5595219858492091,0.640625,0.78125,0.5,0.564633231802242,0.609375,0.75,0.46875,0.5712893358871663,0.609375,0.53125,0.6875,0.6775766166791387,0.765625,0.8125,0.71875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m155-g035,03,155,35,34,18,34,1397,0.46827376364702766,0.453125,0.46875,0.4375,0.5905284819533033,0.828125,0.78125,0.875,0.5970118939899277,0.734375,0.75,0.71875,0.6036441138893038,0.859375,0.8125,0.90625,0.608501389088967,0.6875,0.75,0.625,0.6300768546079969,0.703125,0.71875,0.6875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m155-g050,03,155,50,35,17,59,2083,0.5160086853897862,0.53125,0.59375,0.46875,0.6408958671507279,0.8125,0.84375,0.78125,0.6488506777057794,0.71875,0.6875,0.75,0.654372348781529,0.6875,0.6875,0.6875,0.6588198437672719,0.765625,0.78125,0.75,0.6761313616518669,0.671875,0.625,0.71875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m155-g065,03,155,65,35,14,40,2694,0.27228122635572694,0.578125,0.625,0.53125,0.4977638359071791,0.625,0.53125,0.71875,0.5062608094448723,0.65625,0.6875,0.625,0.5144555470971741,0.640625,0.71875,0.5625,0.5238280514440218,0.640625,0.71875,0.5625,0.5399434778839695,0.65625,0.59375,0.71875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m155-g080,03,155,80,37,24,58,3480,0.5947058205617521,0.515625,0.53125,0.5,0.6515995793592203,0.53125,0.5,0.5625,0.6559982511932262,0.484375,0.46875,0.5,0.6595470308861828,0.59375,0.65625,0.53125,0.6656718819035888,0.71875,0.84375,0.59375,0.7533426255791786,0.734375,0.6875,0.78125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m156-g020,02,156,20,40,21,36,555,0.4356430593549148,0.109375,0.09375,0.125,0.5569985440311201,0.234375,0.25,0.21875,0.5648175550380582,0.25,0.21875,0.28125,0.5707881831204502,0.234375,0.3125,0.15625,0.5784014815794808,0.3125,0.375,0.25,0.6600672930249757,0.46875,0.46875,0.46875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m156-g035,02,156,35,40,20,48,1088,0.31953102779996034,0.203125,0.21875,0.1875,0.39941490327462953,0.3125,0.3125,0.3125,0.4081767727656004,0.375,0.375,0.375,0.41543060002881915,0.375,0.25,0.5,0.4238657378060597,0.296875,0.3125,0.28125,0.4476083623943717,0.296875,0.28125,0.3125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m156-g050,02,156,50,40,14,57,1817,0.0915761443122675,0.21875,0.25,0.1875,0.12468983232466391,0.28125,0.25,0.3125,0.13187193709183023,0.234375,0.25,0.21875,0.13675515789077003,0.21875,0.21875,0.21875,0.14051680544279574,0.234375,0.125,0.34375,0.281876742805997,0.484375,0.4375,0.53125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m156-g065,02,156,65,40,16,43,2446,0.36333617928180983,0.1875,0.21875,0.15625,0.46884765221073477,0.3125,0.28125,0.34375,0.47945125449288023,0.296875,0.3125,0.28125,0.48595548312168596,0.28125,0.25,0.3125,0.49662692526595714,0.3125,0.28125,0.34375,0.5391328925687223,0.21875,0.3125,0.125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m156-g080,02,156,80,40,16,31,2971,0.12549955797390946,0.125,0.15625,0.09375,0.31103741156619336,0.390625,0.34375,0.4375,0.31923291669402276,0.421875,0.5,0.34375,0.3247254221768903,0.203125,0.28125,0.125,0.33566607279156363,0.375,0.375,0.375,0.3609768522028266,0.234375,0.28125,0.1875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m156-g020,03,156,20,42,21,44,605,0.2656162431368015,0.328125,0.34375,0.3125,0.49767551838702406,0.6875,0.59375,0.78125,0.5040693166804437,0.625,0.625,0.625,0.5093927394576974,0.59375,0.59375,0.59375,0.5150263268267071,0.453125,0.40625,0.5,0.5355962301749494,0.671875,0.625,0.71875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m156-g035,03,156,35,35,15,11,1009,0.1190932080695094,0.21875,0.21875,0.21875,0.36092792983089284,0.359375,0.46875,0.25,0.3679766334107084,0.328125,0.40625,0.25,0.3733751499012008,0.390625,0.46875,0.3125,0.3839568303443231,0.359375,0.25,0.46875,0.40499389833315497,0.34375,0.375,0.3125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m156-g050,03,156,50,42,15,12,1204,0.08353962026654888,0.21875,0.25,0.1875,0.10828646548894999,0.28125,0.3125,0.25,0.11111209216924578,0.203125,0.25,0.15625,0.1135594267607872,0.15625,0.125,0.1875,0.11774576436359944,0.25,0.1875,0.3125,0.35976817363098723,0.375,0.28125,0.46875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m156-g065,03,156,65,46,17,42,1655,0.2720879286799155,0.21875,0.1875,0.25,0.39861654771569727,0.296875,0.21875,0.375,0.4047547098282701,0.265625,0.28125,0.25,0.4120259767122951,0.34375,0.28125,0.40625,0.41883408808349504,0.28125,0.3125,0.25,0.43493661558032704,0.296875,0.4375,0.15625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m156-g080,03,156,80,40,13,14,2207,0.21221931796059146,0.1875,0.1875,0.1875,0.43850432101866826,0.3125,0.34375,0.28125,0.44876194341304715,0.375,0.34375,0.40625,0.45688048375025886,0.265625,0.21875,0.3125,0.46179724107009246,0.328125,0.34375,0.3125,0.47937977326925124,0.296875,0.40625,0.1875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m157-g020,02,157,20,40,24,52,1023,0.7232468942535555,0.765625,0.75,0.78125,0.7507126614123538,0.671875,0.75,0.59375,0.7565096766839726,0.734375,0.75,0.71875,0.7599450376044073,0.765625,0.8125,0.71875,0.7646171172842959,0.828125,0.8125,0.84375,0.7878686768032134,0.765625,0.78125,0.75
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m157-g035,02,157,35,40,23,54,1757,0.5566320102068691,0.390625,0.3125,0.46875,0.5954007632831771,0.46875,0.375,0.5625,0.603092843706013,0.515625,0.4375,0.59375,0.611333252022393,0.625,0.65625,0.59375,0.6182868107346065,0.59375,0.53125,0.65625,0.6719428189078979,0.71875,0.71875,0.71875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m157-g050,02,157,50,40,26,55,2483,0.6355236384816552,0.71875,0.65625,0.78125,0.6829874353616574,0.65625,0.65625,0.65625,0.6886777699571496,0.796875,0.78125,0.8125,0.6932653495650126,0.65625,0.6875,0.625,0.6987209731807765,0.734375,0.8125,0.65625,0.7235059081849198,0.828125,0.90625,0.75
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m157-g065,02,157,65,40,24,49,3198,0.645322478452561,0.625,0.625,0.625,0.6803533789318159,0.703125,0.6875,0.71875,0.6868626385644407,0.765625,0.78125,0.75,0.6919117849588514,0.609375,0.53125,0.6875,0.6981957704629943,0.625,0.59375,0.65625,0.725790480478817,0.71875,0.6875,0.75
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m157-g080,02,157,80,40,19,55,4061,0.6345448118010977,0.5625,0.5625,0.5625,0.6925105298271932,0.671875,0.78125,0.5625,0.6996642462951301,0.59375,0.6875,0.5,0.7058933932945789,0.75,0.78125,0.71875,0.7125998305575868,0.625,0.625,0.625,0.7366826066776924,0.71875,0.8125,0.625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m157-g020,03,157,20,40,31,32,887,0.7957634096284953,0.75,0.75,0.75,0.8143178214896647,0.703125,0.75,0.65625,0.8174971130232017,0.671875,0.5625,0.78125,0.8205112271565067,0.859375,0.875,0.84375,0.8244935744895826,0.796875,0.8125,0.78125,0.8396324178651323,0.78125,0.78125,0.78125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m157-g035,03,157,35,32,21,51,1547,0.6881496104631217,0.734375,0.75,0.71875,0.7395540497072062,0.75,0.8125,0.6875,0.7445314817852351,0.765625,0.78125,0.75,0.7482121621046617,0.84375,0.8125,0.875,0.7527760418880006,0.75,0.71875,0.78125,0.7702924939551398,0.828125,0.78125,0.875
