state_id,candidate,matrix_id,landmark,arm,empirical_quantile,legal_edit_count,selected_rank_zero_based,remove_type,add_type,noop_predicted_probability,predicted_probability,predicted_shift_from_noop
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m180-g050,02,180,50,Q60,0.59999999999999998,1584,950,65,13,0.22916208036409627,0.2413885890609466,0.012226508696850324
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m180-g050,02,180,50,Q80,0.80000000000000004,1584,1266,89,78,0.22916208036409627,0.25336338703408312,0.02420130666998685
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m180-g050,02,180,50,Q100,1,1584,1583,66,5,0.22916208036409627,0.33379435279702857,0.1046322724329323
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m180-g065,02,180,65,Q00,0,1584,0,81,16,0.34533507382996403,0.25980796399574824,-0.085527109834215798
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m180-g065,02,180,65,Q20,0.20000000000000001,1584,317,96,35,0.34533507382996403,0.33965519702005298,-0.0056798768099110553
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m180-g065,02,180,65,Q40,0.40000000000000002,1584,633,96,46,0.34533507382996403,0.34681440600404417,0.0014793321740801391
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m180-g065,02,180,65,Q60,0.59999999999999998,1584,950,99,47,0.34533507382996403,0.35504360362302873,0.0097085297930646908
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m180-g065,02,180,65,Q80,0.80000000000000004,1584,1266,49,2,0.34533507382996403,0.36326199541003118,0.017926921580067146
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m180-g065,02,180,65,Q100,1,1584,1583,89,11,0.34533507382996403,0.38113007790434233,0.0357950040743783
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m180-g080,02,180,80,Q00,0,1485,0,52,75,0.33915652786650458,0.26321143122430357,-0.075945096642201004
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m180-g080,02,180,80,Q20,0.20000000000000001,1485,297,58,97,0.33915652786650458,0.32609738655254422,-0.013059141313960354
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m180-g080,02,180,80,Q40,0.40000000000000002,1485,594,92,63,0.33915652786650458,0.33671922058783488,-0.0024373072786696981
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m180-g080,02,180,80,Q60,0.59999999999999998,1485,890,92,33,0.33915652786650458,0.34638550001400864,0.0072289721475040647
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m180-g080,02,180,80,Q80,0.80000000000000004,1485,1187,79,94,0.33915652786650458,0.35821513575305924,0.019058607886554668
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m180-g080,02,180,80,Q100,1,1485,1484,79,5,0.33915652786650458,0.38668069320635645,0.047524165339851876
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m180-g020,03,180,20,Q00,0,1980,0,33,66,0.43302223811871365,0.30761448162302873,-0.12540775649568492
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m180-g020,03,180,20,Q20,0.20000000000000001,1980,396,47,1,0.43302223811871365,0.42747860618261224,-0.0055436319361014119
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m180-g020,03,180,20,Q40,0.40000000000000002,1980,792,35,77,0.43302223811871365,0.43458314716898944,0.0015609090502757828
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m180-g020,03,180,20,Q60,0.59999999999999998,1980,1187,1,44,0.43302223811871365,0.44034159714573184,0.0073193590270181907
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m180-g020,03,180,20,Q80,0.80000000000000004,1980,1583,6,12,0.43302223811871365,0.4461979459058073,0.013175707787093649
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m180-g020,03,180,20,Q100,1,1980,1979,90,27,0.43302223811871365,0.46657183875381958,0.033549600635105925
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m180-g035,03,180,35,Q00,0,1980,0,52,66,0.64656616785186538,0.51873366597162873,-0.12783250188023665
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m180-g035,03,180,35,Q20,0.20000000000000001,1980,396,27,46,0.64656616785186538,0.63560616344249032,-0.010960004409375057
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m180-g035,03,180,35,Q40,0.40000000000000002,1980,792,36,88,0.64656616785186538,0.64428694308160084,-0.002279224770264543
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m180-g035,03,180,35,Q60,0.59999999999999998,1980,1187,36,69,0.64656616785186538,0.65162037141746865,0.0050542035656032658
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m180-g035,03,180,35,Q80,0.80000000000000004,1980,1583,15,68,0.64656616785186538,0.65825262215452196,0.011686454302656579
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m180-g035,03,180,35,Q100,1,1980,1979,90,60,0.64656616785186538,0.67988954748581054,0.03332337963394516
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m180-g050,03,180,50,Q00,0,2277,0,27,75,0.62903913670508127,0.54060986133735223,-0.088429275367729043
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m180-g050,03,180,50,Q20,0.20000000000000001,2277,455,17,1,0.62903913670508127,0.62022948578959991,-0.0088096509154813596
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m180-g050,03,180,50,Q40,0.40000000000000002,2277,910,80,23,0.62903913670508127,0.62570864956915084,-0.0033304871359304267
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m180-g050,03,180,50,Q60,0.59999999999999998,2277,1366,91,24,0.62903913670508127,0.63040610169185662,0.0013669649867753542
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m180-g050,03,180,50,Q80,0.80000000000000004,2277,1821,89,55,0.62903913670508127,0.63562066713198129,0.0065815304269000174
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m180-g050,03,180,50,Q100,1,2277,2276,79,10,0.62903913670508127,0.73149827747038865,0.10245914076530738
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m180-g065,03,180,65,Q00,0,1782,0,80,79,0.5172555859691107,0.44591195080589691,-0.071343635163213792
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m180-g065,03,180,65,Q20,0.20000000000000001,1782,356,69,27,0.5172555859691107,0.51428672374696205,-0.0029688622221486494
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m180-g065,03,180,65,Q40,0.40000000000000002,1782,712,52,11,0.5172555859691107,0.52109851723549949,0.0038429312663887938
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m180-g065,03,180,65,Q60,0.59999999999999998,1782,1069,89,84,0.5172555859691107,0.5267708805715362,0.0095152946024255058
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m180-g065,03,180,65,Q80,0.80000000000000004,1782,1425,86,52,0.5172555859691107,0.53357862113735632,0.016323035168245625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m180-g065,03,180,65,Q100,1,1782,1781,66,80,0.5172555859691107,0.65580874287697133,0.13855315690786063
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m180-g080,03,180,80,Q00,0,2772,0,35,75,0.65181517864142857,0.59608170690115503,-0.055733471740273544
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m180-g080,03,180,80,Q20,0.20000000000000001,2772,554,52,3,0.65181517864142857,0.64218087758876197,-0.0096343010526666051
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m180-g080,03,180,80,Q40,0.40000000000000002,2772,1108,63,21,0.65181517864142857,0.64678038887075984,-0.005034789770668735
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m180-g080,03,180,80,Q60,0.59999999999999998,2772,1663,97,30,0.65181517864142857,0.65035042646081542,-0.0014647521806131492
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m180-g080,03,180,80,Q80,0.80000000000000004,2772,2217,36,13,0.65181517864142857,0.65453272986399025,0.002717551222561676
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m180-g080,03,180,80,Q100,1,2772,2771,57,64,0.65181517864142857,0.67764094555019405,0.02582576690876548
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m181-g020,02,181,20,Q00,0,1683,0,90,71,0.48479459972149175,0.38317574084303574,-0.10161885887845601
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m181-g020,02,181,20,Q20,0.20000000000000001,1683,336,52,62,0.48479459972149175,0.47319167143824381,-0.011602928283247937
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m181-g020,02,181,20,Q40,0.40000000000000002,1683,673,42,35,0.48479459972149175,0.48289365654230604,-0.0019009431791857101
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m181-g020,02,181,20,Q60,0.59999999999999998,1683,1009,94,25,0.48479459972149175,0.49195873302847198,0.007164133306980236
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m181-g020,02,181,20,Q80,0.80000000000000004,1683,1346,16,76,0.48479459972149175,0.50220524728162153,0.017410647560129777
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m181-g020,02,181,20,Q100,1,1683,1682,46,43,0.48479459972149175,0.51901896836802119,0.034224368646529446
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m181-g035,02,181,35,Q00,0,1386,0,40,71,0.21016357551214321,0.1509001853870886,-0.059263390125054605
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m181-g035,02,181,35,Q20,0.20000000000000001,1386,277,89,20,0.21016357551214321,0.21152977588789609,0.0013662003757528851
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m181-g035,02,181,35,Q40,0.40000000000000002,1386,554,93,69,0.21016357551214321,0.21870853481685754,0.008544959304714328
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m181-g035,02,181,35,Q60,0.59999999999999998,1386,831,72,85,0.21016357551214321,0.22448737938274202,0.014323803870598811
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m181-g035,02,181,35,Q80,0.80000000000000004,1386,1108,41,3,0.21016357551214321,0.23232868278047183,0.022165107268328627
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m181-g035,02,181,35,Q100,1,1386,1385,55,30,0.21016357551214321,0.278631044595397,0.068467469083253796
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m181-g050,02,181,50,Q00,0,1485,0,33,71,0.26893932413339522,0.21544675134200603,-0.053492572791389192
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m181-g050,02,181,50,Q20,0.20000000000000001,1485,297,5,91,0.26893932413339522,0.2631423679518739,-0.0057969561815213178
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m181-g050,02,181,50,Q40,0.40000000000000002,1485,594,78,7,0.26893932413339522,0.27212800756687183,0.0031886834334766134
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m181-g050,02,181,50,Q60,0.59999999999999998,1485,890,40,26,0.26893932413339522,0.27914848054049562,0.010209156407100406
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m181-g050,02,181,50,Q80,0.80000000000000004,1485,1187,66,6,0.26893932413339522,0.29168060371075094,0.022741279577355722
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m181-g050,02,181,50,Q100,1,1485,1484,79,42,0.26893932413339522,0.31426137311172436,0.045322048978329144
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m181-g065,02,181,65,Q00,0,1881,0,56,71,0.2672090281476231,0.20897330986929832,-0.058235718278324772
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m181-g065,02,181,65,Q20,0.20000000000000001,1881,376,19,70,0.2672090281476231,0.2603222359000964,-0.0068867922475266963
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m181-g065,02,181,65,Q40,0.40000000000000002,1881,752,63,25,0.2672090281476231,0.26700055379005605,-0.00020847435756704558
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m181-g065,02,181,65,Q60,0.59999999999999998,1881,1128,31,73,0.2672090281476231,0.2717169190036911,0.0045078908560680087
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m181-g065,02,181,65,Q80,0.80000000000000004,1881,1504,72,3,0.2672090281476231,0.27870484783885335,0.011495819691230258
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m181-g065,02,181,65,Q100,1,1881,1880,79,26,0.2672090281476231,0.3012025515150305,0.033993523367407408
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m181-g080,02,181,80,Q00,0,1485,0,64,71,0.28121151056637128,0.202093747211015,-0.07911776335535628
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m181-g080,02,181,80,Q20,0.20000000000000001,1485,297,8,69,0.28121151056637128,0.27778954609450546,-0.0034219644718658238
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m181-g080,02,181,80,Q40,0.40000000000000002,1485,594,69,90,0.28121151056637128,0.28711197696359347,0.0059004663972221927
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m181-g080,02,181,80,Q60,0.59999999999999998,1485,890,68,50,0.28121151056637128,0.29450321481426028,0.013291704247889002
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m181-g080,02,181,80,Q80,0.80000000000000004,1485,1187,15,53,0.28121151056637128,0.30443862114281794,0.023227110576446663
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m181-g080,02,181,80,Q100,1,1485,1484,79,33,0.28121151056637128,0.33279600553992367,0.051584494973552386
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m181-g020,03,181,20,Q00,0,1584,0,22,71,0.54260898122088941,0.42009330039554882,-0.12251568082534059
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m181-g020,03,181,20,Q20,0.20000000000000001,1584,317,3,99,0.54260898122088941,0.53487287039712683,-0.0077361108237625764
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m181-g020,03,181,20,Q40,0.40000000000000002,1584,633,26,27,0.54260898122088941,0.54261675282962618,7.7716087367729614e-06
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m181-g020,03,181,20,Q60,0.59999999999999998,1584,950,14,84,0.54260898122088941,0.55147245571111903,0.008863474490229617
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m181-g020,03,181,20,Q80,0.80000000000000004,1584,1266,44,74,0.54260898122088941,0.56141614414055119,0.01880716291966178
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m181-g020,03,181,20,Q100,1,1584,1583,79,64,0.54260898122088941,0.64854058858134911,0.1059316073604597
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m181-g035,03,181,35,Q00,0,1386,0,93,71,0.44315386662669665,0.18213785061097007,-0.26101601601572655
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m181-g035,03,181,35,Q20,0.20000000000000001,1386,277,52,81,0.44315386662669665,0.43177567964065316,-0.011378186986043481
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m181-g035,03,181,35,Q40,0.40000000000000002,1386,554,94,88,0.44315386662669665,0.44287016648731109,-0.00028370013938555649
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m181-g035,03,181,35,Q60,0.59999999999999998,1386,831,19,5,0.44315386662669665,0.4517900105138789,0.0086361438871822571
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m181-g035,03,181,35,Q80,0.80000000000000004,1386,1108,87,76,0.44315386662669665,0.46128131869975258,0.018127452073055939
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m181-g035,03,181,35,Q100,1,1386,1385,42,26,0.44315386662669665,0.48027014646774219,0.037116279841045541
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m181-g050,03,181,50,Q00,0,1089,0,33,79,0.19251905286834187,0.1285794430669033,-0.063939609801438563
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m181-g050,03,181,50,Q20,0.20000000000000001,1089,218,19,47,0.19251905286834187,0.18742902277019535,-0.0050900300981465141
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m181-g050,03,181,50,Q40,0.40000000000000002,1089,435,40,78,0.19251905286834187,0.19434962195054092,0.0018305690821990572
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m181-g050,03,181,50,Q60,0.59999999999999998,1089,653,19,61,0.19251905286834187,0.20394439636287906,0.011425343494537193
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m181-g050,03,181,50,Q80,0.80000000000000004,1089,870,16,90,0.19251905286834187,0.21416641692459973,0.021647364056257862
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m181-g050,03,181,50,Q100,1,1089,1088,79,26,0.19251905286834187,0.24536806820801893,0.052849015339677063
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m181-g065,03,181,65,Q00,0,2277,0,56,71,0.43116168685657758,0.33888313758844602,-0.09227854926813156
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m181-g065,03,181,65,Q20,0.20000000000000001,2277,455,69,44,0.43116168685657758,0.42646458747674049,-0.0046970993798370886
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m181-g065,03,181,65,Q40,0.40000000000000002,2277,910,74,94,0.43116168685657758,0.43379130284203765,0.0026296159854600765
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m181-g065,03,181,65,Q60,0.59999999999999998,2277,1366,69,62,0.43116168685657758,0.44023856956099455,0.0090768827044169775
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m181-g065,03,181,65,Q80,0.80000000000000004,2277,1821,50,53,0.43116168685657758,0.44825887473938286,0.017097187882805287
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m181-g065,03,181,65,Q100,1,2277,2276,66,32,0.43116168685657758,0.47461551550380887,0.043453828647231296
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m181-g080,03,181,80,Q00,0,1584,0,63,71,0.50059703535649092,0.39941904536850248,-0.10117798998798844
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m181-g080,03,181,80,Q20,0.20000000000000001,1584,317,0,54,0.50059703535649092,0.49259157080994481,-0.0080054645465461038
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m181-g080,03,181,80,Q40,0.40000000000000002,1584,633,92,64,0.50059703535649092,0.50097616317743676,0.00037912782094584596
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m181-g080,03,181,80,Q60,0.59999999999999998,1584,950,60,37,0.50059703535649092,0.50870137012289629,0.0081043347664053744
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m181-g080,03,181,80,Q80,0.80000000000000004,1584,1266,33,64,0.50059703535649092,0.51934658501483466,0.018749549658343745
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m181-g080,03,181,80,Q100,1,1584,1583,79,74,0.50059703535649092,0.55322517719424613,0.052628141837755216
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m182-g020,02,182,20,Q00,0,1386,0,79,22,0.14327016578374235,0.11119843389766457,-0.032071731886077787
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m182-g020,02,182,20,Q20,0.20000000000000001,1386,277,15,33,0.14327016578374235,0.14143062067655165,-0.0018395451071906987
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m182-g020,02,182,20,Q40,0.40000000000000002,1386,554,45,32,0.14327016578374235,0.14602018536441813,0.0027500195806757777
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m182-g020,02,182,20,Q60,0.59999999999999998,1386,831,52,42,0.14327016578374235,0.1505970829222131,0.007326917138470751
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m182-g020,02,182,20,Q80,0.80000000000000004,1386,1108,65,49,0.14327016578374235,0.156302991103521,0.013032825319778646
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m182-g020,02,182,20,Q100,1,1386,1385,9,41,0.14327016578374235,0.20201254187368864,0.058742376089946285
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m182-g035,02,182,35,Q00,0,891,0,12,9,0.060986945254397892,0.040242094297531797,-0.020744850956866095
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m182-g035,02,182,35,Q20,0.20000000000000001,891,178,89,42,0.060986945254397892,0.058881055396354659,-0.0021058898580432334
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m182-g035,02,182,35,Q40,0.40000000000000002,891,356,89,43,0.060986945254397892,0.061731739410625111,0.00074479415622721867
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m182-g035,02,182,35,Q60,0.59999999999999998,891,534,98,21,0.060986945254397892,0.065268050502809566,0.0042811052484116735
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m182-g035,02,182,35,Q80,0.80000000000000004,891,712,65,44,0.060986945254397892,0.069199949900292865,0.0082130046458949724
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m182-g035,02,182,35,Q100,1,891,890,93,24,0.060986945254397892,0.077398058572213241,0.016411113317815348
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m182-g050,02,182,50,Q00,0,1485,0,15,22,0.092913511130694057,0.074714522094856864,-0.018198989035837193
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m182-g050,02,182,50,Q20,0.20000000000000001,1485,297,55,2,0.092913511130694057,0.091831031912328373,-0.0010824792183656839
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m182-g050,02,182,50,Q40,0.40000000000000002,1485,594,43,96,0.092913511130694057,0.094231606251392458,0.001318095120698401
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m182-g050,02,182,50,Q60,0.59999999999999998,1485,890,33,1,0.092913511130694057,0.096395904170580068,0.0034823930398860115
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m182-g050,02,182,50,Q80,0.80000000000000004,1485,1187,65,51,0.092913511130694057,0.10110783162025329,0.0081943204895592314
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m182-g050,02,182,50,Q100,1,1485,1484,9,12,0.092913511130694057,0.13440855310226404,0.041495041971569988
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m182-g065,02,182,65,Q00,0,990,0,55,26,0.062751296021010053,0.030602318295154925,-0.032148977725855128
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m182-g065,02,182,65,Q20,0.20000000000000001,990,198,33,70,0.062751296021010053,0.063576855150804981,0.00082555912979492829
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m182-g065,02,182,65,Q40,0.40000000000000002,990,396,32,21,0.062751296021010053,0.066180097003735089,0.003428800982725036
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m182-g065,02,182,65,Q60,0.59999999999999998,990,593,4,27,0.062751296021010053,0.071207464893061623,0.0084561688720515699
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m182-g065,02,182,65,Q80,0.80000000000000004,990,791,93,74,0.062751296021010053,0.081564978265313851,0.018813682244303798
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m182-g065,02,182,65,Q100,1,990,989,93,76,0.062751296021010053,0.088097454668408987,0.025346158647398934
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m182-g080,02,182,80,Q00,0,1584,0,24,9,0.08857527470528076,0.065030333657673592,-0.023544941047607168
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m182-g080,02,182,80,Q20,0.20000000000000001,1584,317,12,0,0.08857527470528076,0.08513771237475122,-0.0034375623305295394
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m182-g080,02,182,80,Q40,0.40000000000000002,1584,633,77,85,0.08857527470528076,0.088139405152132047,-0.00043586955314871278
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m182-g080,02,182,80,Q60,0.59999999999999998,1584,950,62,51,0.08857527470528076,0.089881014122160388,0.0013057394168796282
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m182-g080,02,182,80,Q80,0.80000000000000004,1584,1266,85,63,0.08857527470528076,0.092212194075197221,0.0036369193699164609
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m182-g080,02,182,80,Q100,1,1584,1583,93,63,0.08857527470528076,0.1027497385784519,0.014174463873171145
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m182-g020,03,182,20,Q00,0,1485,0,91,26,0.34812322904725945,0.26516059318685337,-0.082962635860406087
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m182-g020,03,182,20,Q20,0.20000000000000001,1485,297,88,87,0.34812322904725945,0.34571907247238637,-0.0024041565748730842
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m182-g020,03,182,20,Q40,0.40000000000000002,1485,594,91,36,0.34812322904725945,0.35052770352286383,0.002404474475604379
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m182-g020,03,182,20,Q60,0.59999999999999998,1485,890,97,40,0.34812322904725945,0.35809239524414249,0.0099691661968830392
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m182-g020,03,182,20,Q80,0.80000000000000004,1485,1187,73,84,0.34812322904725945,0.37052510187186299,0.022401872824603541
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m182-g020,03,182,20,Q100,1,1485,1484,9,24,0.34812322904725945,0.46126459739142389,0.11314136834416444
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m182-g035,03,182,35,Q00,0,891,0,88,26,0.096883166668210716,0.075723082185627316,-0.021160084482583399
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m182-g035,03,182,35,Q20,0.20000000000000001,891,178,88,20,0.096883166668210716,0.10066833872593269,0.0037851720577219694
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m182-g035,03,182,35,Q40,0.40000000000000002,891,356,52,20,0.096883166668210716,0.10681694602027186,0.0099337793520611478
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m182-g035,03,182,35,Q60,0.59999999999999998,891,534,74,47,0.096883166668210716,0.10936486723661955,0.012481700568408832
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m182-g035,03,182,35,Q80,0.80000000000000004,891,712,61,91,0.096883166668210716,0.11182367613087321,0.014940509462662496
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m182-g035,03,182,35,Q100,1,891,890,93,24,0.096883166668210716,0.12170374760666181,0.024820580938451089
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m182-g050,03,182,50,Q00,0,1782,0,54,9,0.24613615113893192,0.19084232281716693,-0.055293828321764993
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m182-g050,03,182,50,Q20,0.20000000000000001,1782,356,80,51,0.24613615113893192,0.24506626849223331,-0.0010698826466986056
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m182-g050,03,182,50,Q40,0.40000000000000002,1782,712,77,5,0.24613615113893192,0.24852412333642981,0.0023879721974978951
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m182-g050,03,182,50,Q60,0.59999999999999998,1782,1069,17,91,0.24613615113893192,0.25210418630026016,0.005968035161328239
