scope,cell,candidate,branch_half,matrix_id,fable_effect,small_effect,fable_random_minus_noop,small_random_minus_noop,fable_loosen_minus_noop,noop_minus_fable_tighten,fable_minus_small_effect
landmark60,c02_B,02,B,0,0.125,-0.125,0.0,-0.0625,0.0,0.125,0.25
landmark60,c02_B,02,B,1,-0.0625,-0.125,0.125,0.375,0.1875,-0.25,0.0625
landmark60,c02_B,02,B,2,0.25,0.0,0.25,-0.125,0.125,0.125,0.25
landmark60,c02_B,02,B,3,0.375,-0.1875,0.0625,0.1875,0.1875,0.1875,0.5625
landmark60,c02_B,02,B,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
landmark60,c02_B,02,B,5,0.25,-0.1875,0.0625,0.25,0.375,-0.125,0.4375
landmark60,c02_B,02,B,6,0.25,0.1875,-0.3125,-0.0625,0.0625,0.1875,0.0625
landmark60,c02_B,02,B,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
landmark60,c02_B,02,B,8,0.125,0.0625,-0.125,0.0625,-0.1875,0.3125,0.0625
landmark60,c02_B,02,B,9,0.0625,0.0,0.0,0.1875,0.1875,-0.125,0.0625
landmark60,c02_B,02,B,10,0.0625,0.0625,0.125,0.125,0.1875,-0.125,0.0
landmark60,c02_B,02,B,11,0.0625,0.0,0.0625,0.0625,0.0,0.0625,0.0625
landmark60,c02_B,02,B,12,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0
landmark60,c02_B,02,B,13,0.25,0.125,0.125,0.0,0.125,0.125,0.125
landmark60,c02_B,02,B,14,0.0625,0.125,0.0625,0.125,0.0,0.0625,-0.0625
landmark60,c02_B,02,B,15,0.0625,0.125,-0.125,-0.125,-0.1875,0.25,-0.0625
landmark60,c02_B,02,B,16,0.6875,0.0,-0.0625,0.0,0.4375,0.25,0.6875
landmark60,c02_B,02,B,17,0.3125,-0.1875,0.1875,0.0625,0.25,0.0625,0.5
landmark60,c02_B,02,B,18,0.25,0.0625,-0.0625,0.0,0.0625,0.1875,0.1875
landmark60,c02_B,02,B,19,-0.1875,0.25,-0.125,-0.0625,-0.1875,0.0,-0.4375
landmark60,c02_B,02,B,20,0.125,0.0,0.1875,0.25,0.1875,-0.0625,0.125
landmark60,c02_B,02,B,21,0.625,0.0,0.375,0.0,0.375,0.25,0.625
landmark60,c02_B,02,B,22,0.25,0.25,0.375,0.375,0.375,-0.125,0.0
landmark60,c02_B,02,B,23,0.375,0.0625,-0.25,-0.1875,0.0625,0.3125,0.3125
landmark60,c02_B,02,B,24,0.3125,0.1875,-0.125,0.1875,0.25,0.0625,0.125
landmark60,c02_B,02,B,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
landmark60,c02_B,02,B,26,0.0,0.0,0.0625,-0.125,-0.0625,0.0625,0.0
landmark60,c02_B,02,B,27,0.125,0.0,0.125,0.0,0.125,0.0,0.125
landmark60,c02_B,02,B,28,0.3125,0.125,-0.125,0.0,0.25,0.0625,0.1875
landmark60,c02_B,02,B,29,-0.125,0.0,-0.1875,0.0,0.0,-0.125,-0.125
landmark60,c02_B,02,B,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
landmark60,c02_B,02,B,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
landmark60,c02_B,02,B,32,0.375,-0.125,0.0,0.0625,0.125,0.25,0.5
landmark60,c02_B,02,B,33,0.0,0.1875,0.0625,-0.0625,-0.1875,0.1875,-0.1875
landmark60,c02_B,02,B,34,0.0,-0.125,-0.1875,-0.0625,-0.0625,0.0625,0.125
landmark60,c02_B,02,B,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
landmark60,c02_B,02,B,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
landmark60,c02_B,02,B,37,0.25,0.0,0.0,0.0625,-0.125,0.375,0.25
landmark60,c02_B,02,B,38,0.0,0.0,0.0625,0.0,0.0,0.0,0.0
landmark60,c02_B,02,B,39,0.1875,0.0,0.0625,-0.3125,0.125,0.0625,0.1875
landmark60,c02_B,02,B,40,0.25,-0.125,-0.0625,0.0,0.125,0.125,0.375
landmark60,c02_B,02,B,41,-0.25,0.0625,-0.25,-0.0625,-0.0625,-0.1875,-0.3125
landmark60,c02_B,02,B,42,0.125,-0.25,0.1875,-0.0625,0.125,0.0,0.375
landmark60,c02_B,02,B,43,0.0625,0.0,-0.1875,-0.1875,-0.125,0.1875,0.0625
landmark60,c02_B,02,B,44,-0.125,-0.125,0.0,0.0,-0.125,0.0,0.0
landmark60,c02_B,02,B,45,-0.0625,0.0625,0.0625,-0.125,-0.125,0.0625,-0.125
landmark60,c02_B,02,B,46,-0.0625,0.125,0.25,-0.1875,0.0,-0.0625,-0.1875
landmark60,c02_B,02,B,47,0.0,0.0,0.125,0.0,0.0,0.0,0.0
landmark60,c02_B,02,B,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
landmark60,c02_B,02,B,49,-0.125,-0.0625,-0.0625,-0.0625,-0.1875,0.0625,-0.0625
landmark60,c02_B,02,B,50,0.0,-0.125,-0.125,0.0,0.125,-0.125,0.125
landmark60,c02_B,02,B,51,0.125,-0.0625,0.0,-0.0625,-0.0625,0.1875,0.1875
landmark60,c02_B,02,B,52,0.0625,0.1875,0.0,0.0625,-0.0625,0.125,-0.125
landmark60,c02_B,02,B,53,0.0625,-0.25,-0.5,0.0625,0.0625,0.0,0.3125
landmark60,c02_B,02,B,54,0.25,-0.0625,0.5,0.0,0.1875,0.0625,0.3125
landmark60,c02_B,02,B,55,0.0625,0.0,0.0625,-0.0625,-0.0625,0.125,0.0625
landmark60,c02_B,02,B,56,0.125,0.0625,0.0625,0.0,0.0,0.125,0.0625
landmark60,c02_B,02,B,57,0.0625,-0.3125,-0.0625,-0.125,-0.0625,0.125,0.375
landmark60,c02_B,02,B,58,0.0,0.1875,0.125,0.125,0.0625,-0.0625,-0.1875
landmark60,c02_B,02,B,59,0.25,0.0625,0.0625,0.125,0.25,0.0,0.1875
landmark60,c02_B,02,B,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0
landmark60,c02_B,02,B,61,0.4375,0.0,-0.375,-0.125,-0.0625,0.5,0.4375
landmark60,c02_B,02,B,62,0.25,-0.25,0.0625,0.0625,0.125,0.125,0.5
landmark60,c02_B,02,B,63,0.4375,0.1875,-0.0625,-0.125,0.1875,0.25,0.25
landmark60,c02_B,02,B,64,0.25,0.1875,-0.1875,0.125,0.1875,0.0625,0.0625
landmark60,c02_B,02,B,65,0.125,-0.125,-0.0625,0.125,-0.0625,0.1875,0.25
landmark60,c02_B,02,B,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
landmark60,c02_B,02,B,67,0.3125,0.125,0.1875,-0.0625,0.3125,0.0,0.1875
landmark60,c02_B,02,B,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
landmark60,c02_B,02,B,69,0.0,-0.0625,0.25,-0.1875,0.0,0.0,0.0625
landmark60,c02_B,02,B,70,0.25,0.0,0.375,0.3125,0.25,0.0,0.25
landmark60,c02_B,02,B,71,0.6875,0.375,-0.3125,-0.125,0.4375,0.25,0.3125
landmark60,c02_B,02,B,72,0.0625,0.0625,0.0,0.0,0.0625,0.0,0.0
landmark60,c02_B,02,B,73,-0.125,0.0,0.0625,0.125,0.0625,-0.1875,-0.125
landmark60,c02_B,02,B,74,0.1875,0.0,-0.375,-0.1875,-0.125,0.3125,0.1875
landmark60,c02_B,02,B,75,-0.0625,-0.375,0.1875,0.3125,0.1875,-0.25,0.3125
landmark60,c02_B,02,B,76,0.125,0.0625,0.0,0.0,0.125,0.0,0.0625
landmark60,c02_B,02,B,77,0.3125,-0.3125,0.0625,-0.125,0.125,0.1875,0.625
landmark60,c02_B,02,B,78,0.0,-0.125,0.1875,0.0,-0.125,0.125,0.125
landmark60,c02_B,02,B,79,-0.125,0.125,0.1875,-0.125,-0.25,0.125,-0.25
landmark60,c03_A,03,A,0,0.0625,-0.125,-0.375,0.0,0.0,0.0625,0.1875
landmark60,c03_A,03,A,1,0.125,-0.0625,-0.0625,-0.0625,0.0,0.125,0.1875
landmark60,c03_A,03,A,2,0.375,0.0625,0.3125,-0.125,0.375,0.0,0.3125
landmark60,c03_A,03,A,3,0.0,0.0,0.25,0.125,0.125,-0.125,0.0
landmark60,c03_A,03,A,4,0.125,0.0,0.125,0.125,0.125,0.0,0.125
landmark60,c03_A,03,A,5,0.0,0.0625,0.0,-0.0625,-0.125,0.125,-0.0625
landmark60,c03_A,03,A,6,0.0625,-0.0625,-0.3125,-0.125,-0.1875,0.25,0.125
landmark60,c03_A,03,A,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
landmark60,c03_A,03,A,8,0.125,0.25,-0.1875,-0.125,-0.0625,0.1875,-0.125
landmark60,c03_A,03,A,9,0.3125,0.0625,-0.0625,0.0625,0.4375,-0.125,0.25
landmark60,c03_A,03,A,10,-0.3125,-0.1875,-0.0625,-0.0625,-0.25,-0.0625,-0.125
landmark60,c03_A,03,A,11,0.0,-0.0625,0.25,0.0625,0.0625,-0.0625,0.0625
landmark60,c03_A,03,A,12,0.0625,-0.0625,0.0625,-0.0625,0.0625,0.0,0.125
landmark60,c03_A,03,A,13,0.1875,0.125,0.0625,0.0625,0.1875,0.0,0.0625
landmark60,c03_A,03,A,14,-0.125,-0.0625,0.1875,0.1875,0.1875,-0.3125,-0.0625
landmark60,c03_A,03,A,15,0.25,0.0625,-0.25,0.125,0.0625,0.1875,0.1875
landmark60,c03_A,03,A,16,-0.0625,-0.125,0.3125,0.25,0.0625,-0.125,0.0625
landmark60,c03_A,03,A,17,0.1875,0.0625,0.1875,0.0,0.1875,0.0,0.125
landmark60,c03_A,03,A,18,0.1875,0.0,-0.125,-0.0625,0.0625,0.125,0.1875
