source_cohort,candidate,half,metric,estimate,ci95_lower,ci95_upper,median,q05,q95,events,matrices
MECHCONF2,03,A,onset_parent_to_final_daughter_similarity,0.725787825635413,0.7198371461393417,0.73202410102235,0.7560742005548297,0.4100994286418382,0.9265401209430909,12420,200
MECHCONF2,03,A,observed_inherited_run_length,6.002012882447665,5.900939204756656,6.11083330885815,6.0,3.0,11.0,12420,200
MECHCONF2,03,A,persistence_5_resolved,0.7804168686379059,0.7598193703638456,0.8009722683491156,1.0,0.0,1.0,10315,200
MECHCONF2,03,A,persistence_5_right_censored,0.16948470209339775,0.1608625632618345,0.1781387002426534,0.0,0.0,1.0,12420,200
MECHCONF2,03,A,later_break_observed,0.34830917874396133,0.3204686671840691,0.374233662773323,0.0,0.0,1.0,12420,200
MECHCONF2,03,A,second_renewal_after_later_break_observed,0.10579710144927536,0.09815179723736213,0.11333746146689294,0.0,0.0,1.0,12420,200
MECHCONF2,03,B,first_last_daughter_similarity,0.709487188842228,0.7042168511475944,0.7150785087474868,0.739869062888556,0.3996497440605346,0.9179695262542341,12278,200
MECHCONF2,03,B,minimum_pairwise_daughter_similarity,0.7038551065348587,0.698303333568349,0.7093724102976203,0.7340296566076612,0.39600884131115194,0.9096852066424791,12278,200
MECHCONF2,03,B,mean_pairwise_daughter_similarity,0.7960668441341037,0.7925057076444083,0.7994698098523828,0.8096854557626506,0.6095186461260972,0.9345664978547159,12278,200
MECHCONF2,03,B,maximum_anchor_similarity,0.6929859056777969,0.6828119822093621,0.7033374085735044,0.7307572142153511,0.3529554204181035,0.9136409513656745,12278,200
MECHCONF2,03,B,mean_anchor_similarity,0.6054967944006941,0.5948762267789698,0.6161626394967914,0.6292965008039196,0.2742763791735832,0.8569982887790102,12278,200
MECHCONF2,03,B,onset_parent_to_final_daughter_similarity,0.7261170406577883,0.7206535931553694,0.7319179160748523,0.757447135765575,0.4068328634324923,0.9285806975590087,12278,200
MECHCONF2,03,B,observed_inherited_run_length,5.998696856165499,5.901346008226936,6.098168216524942,6.0,3.0,11.0,12278,200
MECHCONF2,03,B,persistence_5_resolved,0.7787828138826074,0.7606725602203807,0.7978791343391773,1.0,0.0,1.0,10171,200
MECHCONF2,03,B,persistence_5_right_censored,0.17160775370581527,0.16201831542488093,0.18188838001692623,0.0,0.0,1.0,12278,200
MECHCONF2,03,B,later_break_observed,0.3498126730737905,0.3231230414752607,0.37571281351264285,0.0,0.0,1.0,12278,200
MECHCONF2,03,B,second_renewal_after_later_break_observed,0.10954552858771786,0.10163397517348238,0.11732113642954509,0.0,0.0,1.0,12278,200
